normalized_description,total_units_sold,total_income,total_cost,total_margin,avg_ticket_price,sale_frequency_days,cantidad_total_importada,costo_unitario_promedio_import,gastos_logisticos_promedio,tiempo_promedio_entrega,ultima_fecha_importacion,Existencias,coverage_days,low_stock_flag,stock_rotation,demanda_diaria_estimada,cantidad_a_importar,dias_hasta_proxima_importacion
escape patch brown 1sz,2,253.44,167.0044,86.4356,126.72,1,,,,17.783699750459917,2024-12-01,,,,,0.022222222222222223,0.39519332778799815,212
eum id patch multi 1sz,4,793.12,360.427164,432.692836,198.28,0,,,,17.783699750459917,2024-12-01,,,,,0.044444444444444446,0.7903866555759963,212
exo.e external elbow pad black 1sz,4,2379.32,1275.319488,1104.000512,594.83,1,,,,17.783699750459917,2024-12-01,,,,,0.044444444444444446,0.7903866555759963,212
exo.k external knee pad black 1sz,4,2724.12,1462.800956,1261.3190439999998,681.03,0,,,,17.783699750459917,2024-12-01,,,,,0.044444444444444446,0.7903866555759963,212
exo.k external knee pad kangaroo 1 sz,5,2747.25,2266.137975,481.1120249999999,549.45,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.05555555555555555,0.9879833194699953,212
exo.k external knee pad kangaroo 1 sz,5,2747.25,2266.137975,481.1120249999999,549.45,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.05555555555555555,0.9879833194699953,212
f14 plane flight patch grey 1sz,4,620.68,367.0696,253.6104,155.17,1,,,,17.783699750459917,2024-12-01,,,,,0.044444444444444446,0.7903866555759963,212
fast tac 6 black 10 r,12,22389.0,17865.515568,4523.484432000001,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.13333333333333333,2.371159966727989,212
fast tac 6 black 10 r,12,22389.0,17865.515568,4523.484432000001,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.13333333333333333,2.371159966727989,212
fast tac 6 black 10.5 r,6,11194.5,8932.757784,2261.742216000001,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.06666666666666667,1.1855799833639944,212
fast tac 6 black 10.5 r,6,11194.5,8932.757784,2261.742216000001,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.06666666666666667,1.1855799833639944,212
fast tac 6 black 11 r,3,5597.25,4466.276055,1130.9739449999995,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.03333333333333333,0.5927899916819972,212
fast tac 6 black 11 r,3,5597.25,4466.276055,1130.9739449999995,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.03333333333333333,0.5927899916819972,212
fast tac 6 black 11.5 r,3,5597.25,4466.276055,1130.9739449999995,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.03333333333333333,0.5927899916819972,212
fast tac 6 black 11.5 r,3,5597.25,4466.276055,1130.9739449999995,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.03333333333333333,0.5927899916819972,212
fast tac 6 black 4 r,3,5597.25,4466.276055,1130.9739449999995,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.03333333333333333,0.5927899916819972,212
fast tac 6 black 4 r,3,5597.25,4466.276055,1130.9739449999995,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.03333333333333333,0.5927899916819972,212
fast tac 6 black 5 r,12,22389.0,17865.515568,4523.484432000001,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.13333333333333333,2.371159966727989,212
fast tac 6 black 5 r,12,22389.0,17865.515568,4523.484432000001,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.13333333333333333,2.371159966727989,212
fast tac 6 black 6 r,24,44778.0,34307.527872000006,10470.472127999994,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.26666666666666666,4.742319933455978,212
fast tac 6 black 6 r,24,44778.0,34307.527872000006,10470.472127999994,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.26666666666666666,4.742319933455978,212
fast tac 6 black 7 r,28,52241.0,41685.997332,10555.002668,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.3111111111111111,5.532706589031974,212
fast tac 6 black 7 r,28,52241.0,41685.997332,10555.002668,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.3111111111111111,5.532706589031974,212
fast tac 6 black 7.5 r,2,3731.5,2977.585928,753.914072,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac 6 black 7.5 r,2,3731.5,2977.585928,753.914072,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac 6 black 8 r,17,31717.75,24727.630279,6990.119720999999,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.18888888888888888,3.3591432861979844,212
fast tac 6 black 8 r,17,31717.75,24727.630279,6990.119720999999,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.18888888888888888,3.3591432861979844,212
fast tac 6 black 8.5 r,2,3731.5,2977.585928,753.914072,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac 6 black 8.5 r,2,3731.5,2977.585928,753.914072,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac 6 black 9 r,22,41046.5,31425.94829,9620.55171,1865.75,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.24444444444444444,4.347126605667979,212
fast tac 6 black 9.5 r,16,29852.0,23820.687424,6031.312576,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.17777777777777778,3.161546622303985,212
fast tac 6 black 9.5 r,16,29852.0,23820.687424,6031.312576,1865.75,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.17777777777777778,3.161546622303985,212
fast tac 8'' black 10 r,2,4775.86,2963.584324,1812.275676,2387.93,1,,,,17.783699750459917,2024-12-01,8.0,1.6,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac vest black l,2,4120.68,2208.842134,1911.8378660000003,2060.34,1,,,,17.783699750459917,2024-12-01,11.0,2.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac vest black m,2,4120.68,2208.84214,1911.83786,2060.34,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac vest black m,2,4120.68,2208.84214,1911.83786,2060.34,0,,,,17.783699750459917,2024-12-01,11.0,2.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac vest black s,4,8241.36,4433.159326,3808.2006740000006,2060.34,0,,,,17.783699750459917,2024-12-01,6.0,1.2,1.0,,0.044444444444444446,0.7903866555759963,212
fast tac vest black s,4,8241.36,4433.159326,3808.2006740000006,2060.34,0,,,,17.783699750459917,2024-12-01,4.0,0.8,1.0,,0.044444444444444446,0.7903866555759963,212
fast tac vest black xl,4,8241.36,4498.058876,3743.301124000001,2060.34,1,,,,17.783699750459917,2024-12-01,6.0,1.2,1.0,,0.044444444444444446,0.7903866555759963,212
fast tac vest ranger green l,2,4120.68,2231.126258,1889.5537420000005,2060.34,0,,,,17.783699750459917,2024-12-01,10.0,2.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac vest ranger green m,2,4120.68,2233.916994,1886.763006,2060.34,0,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac vest ranger green xl,2,4120.68,2268.606164,1852.0738360000005,2060.34,0,,,,17.783699750459917,2024-12-01,6.0,1.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac vest tdu khaki l,2,4120.68,2198.54544,1922.1345600000004,2060.34,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac vest tdu khaki l,2,4120.68,2198.54544,1922.1345600000004,2060.34,1,,,,17.783699750459917,2024-12-01,11.0,2.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac vest tdu khaki m,4,8241.36,4417.68428,3823.67572,2060.34,0,,,,17.783699750459917,2024-12-01,11.0,2.2,1.0,,0.044444444444444446,0.7903866555759963,212
fast tac vest tdu khaki s,2,4120.68,2155.299326,1965.3806740000005,2060.34,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac vest tdu khaki s,2,4120.68,2155.299326,1965.3806740000005,2060.34,1,,,,17.783699750459917,2024-12-01,4.0,0.8,1.0,,0.022222222222222223,0.39519332778799815,212
fast tac vest tdu khaki xl,2,4120.7,2273.545706,1847.154294,2060.35,1,,,,17.783699750459917,2024-12-01,5.0,1.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant battle brown 32 30,2,2741.36,1358.768004,1382.591996,1370.68,1,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant battle brown 32 32,4,5482.72,2759.980764,2722.7392360000003,1370.68,2,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac cargo pant battle brown 38 32,2,2741.36,1395.9512,1345.4088000000002,1370.68,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant battle brown 38 32,2,2741.36,1395.9512,1345.4088000000002,1370.68,1,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant black 34 30,2,2741.36,1488.897336,1252.462664,1370.68,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant black 34 32,3,4069.27,2227.268922,1842.001078,1356.4233333333334,1,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.03333333333333333,0.5927899916819972,212
fast-tac cargo pant black 34 32,3,4069.27,2227.268922,1842.001078,1356.4233333333334,1,,,,17.783699750459917,2024-12-01,10.0,2.0,1.0,,0.03333333333333333,0.5927899916819972,212
fast-tac cargo pant black 36 32,2,3146.56,1517.118362,1629.441638,1573.28,0,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant black 36 32,2,3146.56,1517.118362,1629.441638,1573.28,0,,,,17.783699750459917,2024-12-01,6.0,1.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant black 36 34,2,3146.56,1441.168126,1705.391874,1573.28,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant black 40 32,2,2741.36,1548.860074,1192.4999260000002,1370.68,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant charcoal 30 32,2,2741.36,1395.9512,1345.4088000000002,1370.68,1,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant charcoal 30 32,2,2741.36,1395.9512,1345.4088000000002,1370.68,1,,,,17.783699750459917,2024-12-01,7.0,1.4,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant charcoal 32 30,4,5482.72,3125.62152,2357.09848,1370.68,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac cargo pant charcoal 32 30,4,5482.72,3125.62152,2357.09848,1370.68,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac cargo pant charcoal 32 32,6,8224.08,4459.577592,3764.502408,1370.68,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.06666666666666667,1.1855799833639944,212
fast-tac cargo pant charcoal 32 32,6,8224.08,4459.577592,3764.502408,1370.68,2,,,,17.783699750459917,2024-12-01,5.0,1.0,1.0,,0.06666666666666667,1.1855799833639944,212
fast-tac cargo pant charcoal 34 30,4,5482.72,2791.9024,2690.8176000000003,1370.68,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac cargo pant charcoal 34 30,4,5482.72,2791.9024,2690.8176000000003,1370.68,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac cargo pant charcoal 36 32,2,2741.36,1437.66609,1303.6939100000002,1370.68,1,,,,17.783699750459917,2024-12-01,7.0,1.4,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant charcoal 40 32,4,5482.74,3097.720148,2385.0198520000004,1370.685,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac cargo pant charcoal 40 32,4,5482.74,3097.720148,2385.0198520000004,1370.685,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac cargo pant dark navy 28 32,14,14056.14,12517.330938,1538.8090620000005,1004.01,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.15555555555555556,2.766353294515987,212
fast-tac cargo pant dark navy 30 30,2,2741.36,1441.345922,1300.0140780000002,1370.68,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant dark navy 30 32,21,21084.21,15595.45092,5488.759080000001,1004.01,0,,,,17.783699750459917,2024-12-01,10.0,2.0,1.0,,0.23333333333333334,4.149529941773981,212
fast-tac cargo pant dark navy 32 32,48,50469.56,38160.996576,12308.563424,1383.5233333333333,0,,,,17.783699750459917,2024-12-01,19.0,3.8,1.0,,0.5333333333333333,9.484639866911955,212
fast-tac cargo pant dark navy 34 32,4,5887.92,2976.872448,2911.047552,1471.98,0,,,,17.783699750459917,2024-12-01,17.0,3.4,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac cargo pant dark navy 34 34,31,31124.31,27717.041875,3407.2681250000023,1004.01,0,,,,17.783699750459917,2024-12-01,18.0,3.6,1.0,,0.34444444444444444,6.125496580713971,212
fast-tac cargo pant dark navy 36 34,21,21989.99,18776.016231,3213.973769,1305.9366666666667,1,,,,17.783699750459917,2024-12-01,34.0,6.8,1.0,,0.23333333333333334,4.149529941773981,212
fast-tac cargo pant dark navy 38 32,3,3012.03,2269.216086,742.8139139999998,1004.01,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.03333333333333333,0.5927899916819972,212
fast-tac cargo pant dark navy 38 32,3,3012.03,2269.216086,742.8139139999998,1004.01,0,,,,17.783699750459917,2024-12-01,14.0,2.8,1.0,,0.03333333333333333,0.5927899916819972,212
fast-tac cargo pant dark navy 38 34,8,8032.08,7106.269216,925.8107840000002,1004.01,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.08888888888888889,1.5807733111519926,212
fast-tac cargo pant dark navy 38 34,8,8032.08,7106.269216,925.8107840000002,1004.01,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.08888888888888889,1.5807733111519926,212
fast-tac cargo pant dark navy 40 32,2,2741.38,1478.691284,1262.688716,1370.69,0,,,,17.783699750459917,2024-12-01,6.0,1.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant dark navy 40 32,2,2741.38,1478.691284,1262.688716,1370.69,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant dark navy 40 34,6,6024.06,5364.570401999999,659.4895980000001,1004.01,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.06666666666666667,1.1855799833639944,212
fast-tac cargo pant dark navy 42 32,2,2741.36,1644.412936,1096.9470640000002,1370.68,1,,,,17.783699750459917,2024-12-01,8.0,1.6,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant dark navy 42 34,3,3012.03,2682.31068,329.7193199999997,1004.01,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.03333333333333333,0.5927899916819972,212
fast-tac cargo pant dark navy 44 34,1,1004.01,894.10356,109.90643999999998,1004.01,0,,,,17.783699750459917,2024-12-01,5.0,1.0,1.0,,0.011111111111111112,0.19759666389399907,212
fast-tac cargo pant dark navy 46 32,2,3008.62,2070.434034,938.185966,1504.31,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant dark navy 46 32,2,3008.62,2070.434034,938.185966,1504.31,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant khaki 30 30,2,2741.36,1396.206516,1345.1534840000002,1370.68,0,,,,17.783699750459917,2024-12-01,281.0,56.2,0.0,,0.022222222222222223,0.39519332778799815,212
fast-tac cargo pant khaki 34 32,4,5482.72,2824.775024,2657.944976,1370.68,2,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac cargo pant khaki 34 32,4,5482.72,2824.775024,2657.944976,1370.68,2,,,,17.783699750459917,2024-12-01,11.0,2.2,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac l/s shirt black l,2,2379.3,1204.10141,1175.1985900000002,1189.65,1,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt black l,2,2379.3,1204.10141,1175.1985900000002,1189.65,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt black l,2,2379.3,1204.10141,1175.1985900000002,1189.65,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt black m,7,8282.19,5133.520028,3148.6699720000006,1183.17,2,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.07777777777777778,1.3831766472579936,212
fast-tac l/s shirt black m,7,8282.19,5133.520028,3148.6699720000006,1183.17,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.07777777777777778,1.3831766472579936,212
fast-tac l/s shirt black m,7,8282.19,5133.520028,3148.6699720000006,1183.17,2,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.07777777777777778,1.3831766472579936,212
fast-tac l/s shirt charcoal l,2,2379.3,1107.768236,1271.5317640000003,1189.65,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt charcoal l,2,2379.3,1107.768236,1271.5317640000003,1189.65,0,,,,17.783699750459917,2024-12-01,6.0,1.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt charcoal m,4,4758.620000000001,2176.646136,2581.9738640000005,1189.6550000000002,1,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac l/s shirt charcoal m,4,4758.620000000001,2176.646136,2581.9738640000005,1189.6550000000002,1,,,,17.783699750459917,2024-12-01,6.0,1.2,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac l/s shirt charcoal s,2,2379.32,1107.825684,1271.4943160000005,1189.66,0,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt charcoal s,2,2379.32,1107.825684,1271.4943160000005,1189.66,0,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt dark navy 2xl,5,4277.75,3822.88203,454.8679699999998,855.55,0,,,,17.783699750459917,2024-12-01,27.0,5.4,1.0,,0.05555555555555555,0.9879833194699953,212
fast-tac l/s shirt dark navy 3xl,5,4277.75,4525.49437,-247.74437000000037,855.55,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.05555555555555555,0.9879833194699953,212
fast-tac l/s shirt dark navy 3xl,5,4277.75,4525.49437,-247.74437000000037,855.55,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.05555555555555555,0.9879833194699953,212
fast-tac l/s shirt dark navy l,39,34725.85,29438.751498,5287.098501999998,1048.11,1,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.43333333333333335,7.706269891865964,212
fast-tac l/s shirt dark navy l,39,34725.85,29438.751498,5287.098501999998,1048.11,1,,,,17.783699750459917,2024-12-01,23.0,4.6,1.0,,0.43333333333333335,7.706269891865964,212
fast-tac l/s shirt dark navy m,64,56759.84,48384.09228,8375.74772,1141.927142857143,1,,,,17.783699750459917,2024-12-01,8.0,1.6,1.0,,0.7111111111111111,12.64618648921594,212
fast-tac l/s shirt dark navy m,64,56759.84,48384.09228,8375.74772,1141.927142857143,1,,,,17.783699750459917,2024-12-01,22.0,4.4,1.0,,0.7111111111111111,12.64618648921594,212
fast-tac l/s shirt dark navy s,24,21201.4,18185.822304,3015.5776959999976,1078.2833333333335,0,,,,17.783699750459917,2024-12-01,21.0,4.2,1.0,,0.26666666666666666,4.742319933455978,212
fast-tac l/s shirt dark navy xl,21,17966.55,15217.384371,2749.165628999999,855.55,0,,,,17.783699750459917,2024-12-01,33.0,6.6,1.0,,0.23333333333333334,4.149529941773981,212
fast-tac l/s shirt khaki l,2,2379.3,0.0,2379.3,1189.65,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt khaki l,2,2379.3,0.0,2379.3,1189.65,0,,,,17.783699750459917,2024-12-01,6.0,1.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt khaki l,2,2379.3,0.0,2379.3,1189.65,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt khaki m,2,2379.32,1107.768236,1271.5517640000005,1189.66,1,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt khaki m,2,2379.32,1107.768236,1271.5517640000005,1189.66,1,,,,17.783699750459917,2024-12-01,4.0,0.8,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt khaki s,2,2379.32,653.05,1726.2700000000002,1189.66,0,,,,17.783699750459917,2024-12-01,7.0,1.4,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac l/s shirt uniform whte 2xl,16,19838.4,12247.62768,7590.772320000002,1239.9,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.17777777777777778,3.161546622303985,212
fast-tac l/s shirt uniform whte l,42,51774.3,29793.895488,21980.404512,1196.8285714285716,1,,,,17.783699750459917,2024-12-01,8.0,1.6,1.0,,0.4666666666666667,8.299059883547962,212
fast-tac l/s shirt uniform whte m,50,61894.50000000001,37731.18045,24163.319550000007,1206.4,1,,,,17.783699750459917,2024-12-01,5.0,1.0,1.0,,0.5555555555555556,9.879833194699954,212
fast-tac l/s shirt uniform whte s,24,27811.8,18242.347534,9569.452466,1110.18,0,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.26666666666666666,4.742319933455978,212
fast-tac l/s shirt uniform whte xl,42,52075.8,31387.139280000003,20688.66072,1239.9,0,,,,17.783699750459917,2024-12-01,5.0,1.0,1.0,,0.4666666666666667,8.299059883547962,212
fast-tac s/s shirt black l,2,2379.3,1132.977936,1246.3220640000002,1189.65,0,,,,17.783699750459917,2024-12-01,8.0,1.6,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac s/s shirt charcoal l,2,2379.3,1130.979284,1248.3207160000002,1189.65,1,,,,17.783699750459917,2024-12-01,4.0,0.8,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac s/s shirt charcoal l,2,2379.3,1130.979284,1248.3207160000002,1189.65,1,,,,17.783699750459917,2024-12-01,3.0,0.6,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac s/s shirt charcoal m,2,2379.3,1130.979284,1248.3207160000002,1189.65,0,,,,17.783699750459917,2024-12-01,5.0,1.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac s/s shirt charcoal m,2,2379.3,1130.979284,1248.3207160000002,1189.65,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac s/s shirt charcoal s,2,2379.3,1123.460298,1255.8397020000002,1189.65,0,,,,17.783699750459917,2024-12-01,6.0,1.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac s/s shirt dark navy l,2,2379.3,1323.841736,1055.458264,1189.65,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac s/s shirt dark navy l,2,2379.3,1323.841736,1055.458264,1189.65,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac s/s shirt dark navy l,2,2379.3,1323.841736,1055.458264,1189.65,0,,,,17.783699750459917,2024-12-01,8.0,1.6,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac s/s shirt dark navy l,2,2379.3,1323.841736,1055.458264,1189.65,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac s/s shirt dark navy m,14,14634.48,9789.1213,4845.358700000001,1045.32,0,,,,17.783699750459917,2024-12-01,0.0,0.0,1.0,,0.15555555555555556,2.766353294515987,212
fast-tac s/s shirt dark navy m,14,14634.48,9789.1213,4845.358700000001,1045.32,0,,,,17.783699750459917,2024-12-01,8.0,1.6,1.0,,0.15555555555555556,2.766353294515987,212
fast-tac s/s shirt khaki m,2,2379.3,1154.963094,1224.3369060000002,1189.65,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac s/s shirt khaki s,2,2379.3,1155.021808,1224.2781920000002,1189.65,0,,,,17.783699750459917,2024-12-01,4.0,0.8,1.0,,0.022222222222222223,0.39519332778799815,212
fast-tac s/s shirt uniform whte m,4,4758.6,2470.149824,2288.4501760000003,1189.65,1,,,,17.783699750459917,2024-12-01,19.0,3.8,1.0,,0.044444444444444446,0.7903866555759963,212
fast-tac tdu pant dark navy 28 30,5,5154.8,3385.81512,1768.9848800000004,1030.96,0,,,,17.783699750459917,2024-12-01,8.0,1.6,1.0,,0.05555555555555555,0.9879833194699953,212
fast-tac tdu pant dark navy 28 32,45,46393.2,30026.258794,16366.941206000009,1030.96,0,,,,17.783699750459917,2024-12-01,6.0,1.2,1.0,,0.5,8.891849875229958,212
fast-tac tdu pant dark navy 28 34,81,83507.76000000001,55555.184556,27952.575444,1030.96,0,,,,17.783699750459917,2024-12-01,,,,,0.9,16.005329775413927,212
fast-tac tdu pant dark navy 30 30,253,260832.88,173323.64407600003,87509.23592400001,1030.96,0,,,,17.783699750459917,2024-12-01,1.0,0.2,1.0,,2.811111111111111,49.99195596518176,212
fast-tac tdu pant dark navy 30 32,134,138148.64,91067.32103,47081.31897000001,1030.96,0,,,,17.783699750459917,2024-12-01,2.0,0.4,1.0,,1.488888888888889,26.477952961795875,212
fast-tac tdu pant dark navy 30 32,134,138148.64,91067.32103,47081.31897000001,1030.96,0,,,,17.783699750459917,2024-12-01,17.0,3.4,1.0,,1.488888888888889,26.477952961795875,212
fast-tac tdu pant dark navy 32 30,7,7216.72,4798.536204,2418.1837960000003,1030.96,0,,,,17.783699750459917,2024-12-01,5.0,1.0,1.0,,0.07777777777777778,1.3831766472579936,212
