"Id Referencia ","Descripcion producto","Marca  ","Línea ","Existencias ","Costo promedio "
"61168-750-M-R","WM TCLT PDU S/S B-CL SHRT MIDN NVY M R","5.11","CAMIS","0","763.4"
"61168-750-S-R","WM TCLT PDU S/S B-CL SHRT MIDN NVY S R","5.11","CAMIS","0","773.7"
"61168-750-XL-R","WM TCLT PDU S/S B-CL SHRT MIDN NVY XL R","5.11","CAMIS","3","786.2"
"61173-019-XL","WM UTILITY S/S POLO BLACK XL","5.11","PLAYE","1","752.6"
"61314-724-XS","WM FAST-TAC S/S SHIRT DARK NAVY XS","5.11","CAMIS","1","565.7"
"61314-992-L","WM FAST-TAC S/S SHIRT UNIFORM WHTE L","5.11","CAMIS","0","1070.7"
"61325-055-M","WM 5.11 STRYKE S/S SHIRT KHAKI M","5.11","CAMIS","0","1544.0"
"61336-258-L","CELIA S/S SHIRT FLINT L","5.11","CAMIS","2","654.5"
"61336-258-M","CELIA S/S SHIRT FLINT M","5.11","CAMIS","3","654.5"
"61336-258-S","CELIA S/S SHIRT FLINT S","5.11","CAMIS","1","654.5"
"61336-186-L","CELIA S/S SHIRT RANGER GREEN L","5.11","CAMIS","0","440.9"
"61336-186-S","CELIA S/S SHIRT RANGER GREEN S","5.11","CAMIS","0","465.8"
"61337-545-S","JANET S/S SHIRT TURBULENCE S","5.11","CAMIS","0","633.9"
"61342-645-M","5.11 WM MARKSMAN S/S SHIRT CNYN SUNSET M","5.11","CAMIS","0","478.6"
"61342-597-S","WM MARKSMAN S/S SHIRT VANILLA S","5.11","CAMIS","0","436.2"
"61436","ENDURO PRO USB IND
","STREAMLIGHT","LINTE","4","876.6"
"62016-019-L","WMN LS TACLITE TDU SHIRT BLACK L","5.11","CAMIS","0","858.4"
"62016-724-L","WMN LS TACLITE TDU SHIRT DARK NAVY L","5.11","CAMIS","0","793.4"
"62016-724-M","WMN LS TACLITE TDU SHIRT DARK NAVY M","5.11","CAMIS","0","1045.2"
"62016-724-S","WMN LS TACLITE TDU SHIRT DARK NAVY S","5.11","CAMIS","1","880.7"
"62016-724-XL","WMN LS TACLITE TDU SHIRT DARK NAVY XL","5.11","CAMIS","0","1388.8"
"62016-162-M","WMN LS TACLITE TDU SHIRT TDU KHAKI M","5.11","CAMIS","0","773.8"
"62053-019-L","LIBERTY FLEX L/S SHIRT BLACK L","5.11","CAMIS","0","645.3"
"62053-019-M","LIBERTY FLEX L/S SHIRT BLACK M","5.11","CAMIS","0","569.6"
"62053-019-S","LIBERTY FLEX L/S SHIRT BLACK S","5.11","CAMIS","0","570.9"
"62053-019-XL","LIBERTY FLEX L/S SHIRT BLACK XL","5.11","CAMIS","1","633.0"
"62061-678-M","WM MARKSMAN LS ENSIGN BLUE M","5.11","CAMIS","0","699.4"
"62064-750-M-R","WM PDU L/S A-CL TWL SHIRT MIDN NVY M R","5.11","CAMIS","0","751.1"
"62070-724-L","WM L/S TACLITE SHIRT DARK NAVY L","5.11","CAMIS","1","757.8"
"62070-724-M","WM L/S TACLITE SHIRT DARK NAVY M","5.11","CAMIS","1","1177.1"
"62070-724-S","WM L/S TACLITE SHIRT DARK NAVY S","5.11","CAMIS","0","1086.1"
"62070-724-XL","WM L/S TACLITE SHIRT DARK NAVY XL","5.11","CAMIS","0","0.0"
"62070-724-XS","WM L/S TACLITE SHIRT DARK NAVY XS","5.11","CAMIS","0","757.5"
"62070-190-M","WM L/S TACLITE SHIRT TDU GREEN M","5.11","CAMIS","3","884.0"
"62070-190-XL","WM L/S TACLITE SHIRT TDU GREEN XL","5.11","CAMIS","0","637.0"
"62070-190-XS","WM L/S TACLITE SHIRT TDU GREEN XS","5.11","CAMIS","1","637.0"
"62070-162-L","WM L/S TACLITE SHIRT TDU KHAKI L","5.11","CAMIS","0","989.9"
"62070-162-M","WM L/S TACLITE SHIRT TDU KHAKI M","5.11","CAMIS","1","939.6"
"62070-162-XS","WM L/S TACLITE SHIRT TDU KHAKI XS","5.11","CAMIS","0","637.0"
"62070-162-XL","WM L/S TACLITE SHIRT TDU KHAKI XL","5.11","CAMIS","0","789.6"
"62366-750-L-R","WM TCLT PDU L/S B-CL SHRT MIDN NVY L R","5.11","CAMIS","1","1534.0"
"62366-750-M-R","WM TCLT PDU L/S B-CL SHRT MIDN NVY M R","5.11","CAMIS","0","1183.3"
"62366-750-M-T","WM TCLT PDU L/S B-CL SHRT MIDN NVY M T","5.11","CAMIS","1","810.5"
"62366-750-S-R","WM TCLT PDU L/S B-CL SHRT MIDN NVY S R","5.11","CAMIS","1","848.5"
"62366-750-XL-R","WM TCLT PDU L/S B-CL SHRT MIDN NVY XL R","5.11","CAMIS","0","859.5"
"62366-750-XL-T","WM TCLT PDU L/S B-CL SHRT MIDN NVY XL T","5.11","CAMIS","0","827.5"
"62366-750-XS-R","WM TCLT PDU L/S B-CL SHRT MIDN NVY XS R","5.11","CAMIS","0","954.3"
"62388-019-S","WM FAST-TAC L/S SHIRT BLACK S","5.11","CAMIS","0","631.3"
"62388-019-XL","WM FAST-TAC L/S SHIRT BLACK XL","5.11","CAMIS","0","657.4"
"62388-018-S","WM FAST-TAC L/S SHIRT CHARCOAL S","5.11","CAMIS","0","1070.7"
"62388-018-XL","WM FAST-TAC L/S SHIRT CHARCOAL XL","5.11","CAMIS","1","1070.7"
"62388-724-L","WM FAST-TAC L/S SHIRT DARK NAVY L","5.11","CAMIS","9","509.7"
"62388-724-S","WM FAST-TAC L/S SHIRT DARK NAVY S","5.11","CAMIS","1","642.2"
"62388-724-XS","WM FAST-TAC L/S SHIRT DARK NAVY XS","5.11","CAMIS","0","613.3"
"62388-055-S","WM FAST-TAC L/S SHIRT KHAKI S","5.11","CAMIS","0","1001.7"
"62388-992-M","WM FAST-TAC L/S SHIRT UNIFORM WHTE M","5.11","CAMIS","2","690.2"
"62388-992-XL","WM FAST-TAC L/S SHIRT UNIFORM WHTE XL","5.11","CAMIS","0","797.7"
"62388-992-XS","WM FAST-TAC L/S SHIRT UNIFORM WHTE XS","5.11","CAMIS","0","873.6"
"62388-992-S","WM FAST-TAC L/S SHIRT UNIFORM WHTE S","5.11","CAMIS","0","589.5"
"62396-750-XL-R","WM CL A FAST-TAC TWL L/S MIDN NVY XL R","5.11","CAMIS","0","702.7"
"62396-992-S-R","WM CL A FAST-TAC TWL L/S UNIF WHTE S R","5.11","CAMIS","0","696.2"
"62396-750-L-R","WM CL A FAST-TAC TWL L/S MIDNIGHT NVY L","5.11","CAMIS","0","702.7"
"62396-750-M-R","WM CL A FAST-TAC TWL L/S MIDNIGHT NVY M","5.11","CAMIS","0","702.7"
"62396-750-S-R","WM CL A FAST-TAC TWL L/S MIDNIGHT NVY S","5.11","CAMIS","0","702.7"
"62396-750-XS-R","WM CL A FAST-TAC TWL L/S MIDNIGHT NVY XS","5.11","CAMIS","0","702.7"
"62396-992-M-R","WM CL A FAST-TAC TWL L/S UNIFORM WHTEMR","5.11","CAMIS","0","702.7"
"62399-720-M","WM COMPANY L/S SHIRT FIRE NAVY M","5.11","CAMIS","0","1505.2"
"62404-190-L","WM 5.11 STRYKE L/S SHIRT TDU GREEN L","5.11","CAMIS","3","1181.5"
"62404-190-M","WM 5.11 STRYKE L/S SHIRT TDU GREEN M","5.11","CAMIS","0","1181.5"
"62408-019-L","WM PERFORMANCE POLO L/S BLACK L","5.11","PLAYE","17","1122.0"
"62408-019-S","WM PERFORMANCE POLO L/S BLACK S","5.11","PLAYE","1","652.3"
"62408-724-S","WM PERFORMANCE POLO L/S DARK NAVY S","5.11","PLAYE","0","799.0"
"62408-724-XL","WM PERFORMANCE POLO L/S DARK NAVY XL","5.11","PLAYE","0","1117.2"
"62408-092-M","WM PERFORMANCE POLO L/S STORM M","5.11","PLAYE","1","1012.5"
"62420-019-L","WM ABR PRO SHIRT LS BLACK L","5.11","CAMIS","0","886.8"
"62420-724-L","WM ABR PRO SHIRT LS DARK NAVY L","5.11","CAMIS","0","1505.2"
"64304-019-8","WM PDU A-CL TWILL PANTS BLACK 8","5.11","PANTA","1","608.0"
"64304-750-18","WM PDU A-CL TWILL PANTS MIDNIGHT NVY 18","5.11","PANTA","0","836.5"
"64306-108-10","5.11 WM PDU B-CL TWILL PANTS BROWN 10","5.11","PANTA","1","998.2"
"64358-055-6-R","WM TACTICAL PANT KHAKI 6 R","5.11","PANTA","0","1960.0"
"64359-019-12-R","WM RIPSTOP TDU PANT BLACK 12 R","5.11","PANTA","1","1034.9"
"64359-019-14-L","WM RIPSTOP TDU PANT BLACK 14 L","5.11","PANTA","1","1034.9"
"64359-019-2-R","WM RIPSTOP TDU PANT BLACK 2 R","5.11","PANTA","2","1388.8"
"64359-019-4-R","WM RIPSTOP TDU PANT BLACK 4 R","5.11","PANTA","2","1284.5"
"64359-019-6-R","WM RIPSTOP TDU PANT BLACK 6 R","5.11","PANTA","1","1284.5"
"64359-019-8-R","WM RIPSTOP TDU PANT BLACK 8 R","5.11","PANTA","1","928.2"
"64359-724-12-R","WM RIPSTOP TDU PANT DARK NAVY 12 R","5.11","PANTA","0","1056.3"
"64359-724-14-R","WM RIPSTOP TDU PANT DARK NAVY 14 R","5.11","PANTA","0","1388.8"
"64359-724-18-R","WM RIPSTOP TDU PANT DARK NAVY 18 R","5.11","PANTA","0","965.4"
"64359-724-2-R","WM RIPSTOP TDU PANT DARK NAVY 2 R","5.11","PANTA","1","1388.8"
"64359-724-6-L","WM RIPSTOP TDU PANT DARK NAVY 6 L","5.11","PANTA","0","820.8"
"64359-724-6-R","WM RIPSTOP TDU PANT DARK NAVY 6 R","5.11","PANTA","1","1104.8"
"64359-724-8-R","WM RIPSTOP TDU PANT DARK NAVY 8 R","5.11","PANTA","0","848.9"
"64359-190-10-R","WM RIPSTOP TDU PANT TDU GREEN 10 R","5.11","PANTA","0","1034.9"
"64359-190-16-R","WM RIPSTOP TDU PANT TDU GREEN 16 R","5.11","PANTA","2","1388.8"
"64360-019-10-R","WM TACLITE PANT BLACK 10 R","5.11","PANTA","1","1454.7"
"64360-019-12-R","WM TACLITE PANT BLACK 12 R","5.11","PANTA","1","1233.6"
"64360-019-14-R","WM TACLITE PANT BLACK 14 R","5.11","PANTA","0","732.6"
"64360-019-16-R","WM TACLITE PANT BLACK 16 R","5.11","PANTA","0","736.9"
"64360-019-2-R","WM TACLITE PANT BLACK 2 R","5.11","PANTA","0","1257.3"
"64360-019-4-R","WM TACLITE PANT BLACK 4 R","5.11","PANTA","1","1257.3"
"64360-018-12-R","WM TACLITE PANT CHARCOAL 12 R","5.11","PANTA","0","750.8"
"64360-018-14-R","WM TACLITE PANT CHARCOAL 14 R","5.11","PANTA","0","750.8"
"64360-018-4-L","WM TACLITE PANT CHARCOAL 4 L","5.11","PANTA","0","750.8"
"64360-018-6-R","WM TACLITE PANT CHARCOAL 6 R","5.11","PANTA","0","750.8"
"64360-018-8-R","WM TACLITE PANT CHARCOAL 8 R","5.11","PANTA","0","992.2"
"64360-724-14-R","WM TACLITE PANT DARK NAVY 14 R","5.11","PANTA","1","1233.6"
"64360-724-4-L","WM TACLITE PANT DARK NAVY 4 L","5.11","PANTA","0","666.4"
"64360-724-8-R","WM TACLITE PANT DARK NAVY 8 R","5.11","PANTA","0","1233.6"
"64360-162-14-R","WM TACLITE PANT TDU KHAKI 14 R","5.11","PANTA","1","809.5"
"64360-162-2-R","WM TACLITE PANT TDU KHAKI 2 R","5.11","PANTA","0","741.9"
"64360-724-14-L","WM TACLITE PANT DARK NAVY 14 L","5.11","PANTA","0","0.0"
"64360-724-6-R","WM TACLITE PANT DARK NAVY 6 R","5.11","PANTA","0","1257.3"
"64360-724-16-R","WM TACLITE PANT DARK NAVY 16 R","5.11","PANTA","1","1257.3"
"64360-018-4-R","WM TACLITE PANT CHARCOAL 4 R","5.11","PANTA","1","1096.6"
"64360-192-10-R","WM TACLITE PANT TUNDRA 10 R","5.11","PANTA","0","1096.6"
"64360-162-8-R","WM TACLITE PANT TDU KHAKI 8 R","5.11","PANTA","1","1454.7"
"64370-750-10","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 10","5.11","PANTA","4","785.1"
"64370-750-12","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 12","5.11","PANTA","1","1084.2"
"64370-750-14","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 14","5.11","PANTA","1","779.0"
"64370-750-16","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 16","5.11","PANTA","1","781.0"
"64370-750-2","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 2","5.11","PANTA","0","911.4"
"64370-750-4","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 4","5.11","PANTA","3","790.5"
"64370-750-6","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 6","5.11","PANTA","1","1629.3"
"64370-750-8","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 8","5.11","PANTA","0","971.4"
"64370-750-18","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 18","5.11","PANTA","1","1415.4"
"64371-108-4","WM TCLT PDU B-CL PANT BROWN 4","5.11","PANTA","1","608.0"
"64386-019-10-L","WM STRYKE PANT BLACK 10 L","5.11","PANTA","0","1745.7"
"64386-019-10-R","WM STRYKE PANT BLACK 10 R","5.11","PANTA","1","1031.5"
"64386-019-6-R","WM STRYKE PANT BLACK 6 R","5.11","PANTA","1","1031.5"
"64386-019-8-R","WM STRYKE PANT BLACK 8 R","5.11","PANTA","3","1452.2"
"64386-120-12-R","WM STRYKE PANT COYOTE 12 R","5.11","PANTA","1","1011.9"
"64386-120-4-R","WM STRYKE PANT COYOTE 4 R","5.11","PANTA","0","1011.9"
"64386-120-6-R","WM STRYKE PANT COYOTE 6 R","5.11","PANTA","1","1011.9"
"64386-724-10-R","WM STRYKE PANT DARK NAVY 10 R","5.11","PANTA","1","1149.0"
"64386-724-12-R","WM STRYKE PANT DARK NAVY 12 R","5.11","PANTA","1","1149.0"
"64386-724-16-R","WM STRYKE PANT DARK NAVY 16 R","5.11","PANTA","1","1745.7"
"64386-055-10-R","WM STRYKE PANT KHAKI 10 R","5.11","PANTA","0","1251.3"
"64386-055-14-R","WM STRYKE PANT KHAKI 14 R","5.11","PANTA","1","1318.7"
"64386-055-8-R","WM STRYKE PANT KHAKI 8 R","5.11","PANTA","1","1026.7"
"64386-192-10-R","WM STRYKE PANT TUNDRA 10 R","5.11","PANTA","1","1011.9"
"64386-192-12-R","WM STRYKE PANT TUNDRA 12 R","5.11","PANTA","1","1011.9"
"64386-019-14-R","WM STRYKE PANT BLACK 14 R","5.11","PANTA","0","1070.7"
"64386-019-12-R","WM STRYKE PANT BLACK 12 R","5.11","PANTA","0","1011.9"
"64386-019-18-R","WM STRYKE PANT BLACK 18 R","5.11","PANTA","1","1745.7"
"64400-019-2","WM STRYKE PDU PANT CL A BLACK 2","5.11","PANTA","0","0.0"
"64400-019-12","WM STRYKE PDU PANT CL A BLACK 12","5.11","PANTA","0","0.0"
"64419-019-14-R","WM FAST-TAC CARGO PANT BLACK 14 R","5.11","PANTA","1","970.2"
"64419-724-4-R","WM FAST-TAC CARGO PANT DARK NAVY 4 R","5.11","PANTA","1","966.1"
"64419-018-2-R","WM FAST-TAC CARGO PANT CHARCOAL 2 R","5.11","PANTA","1","833.4"
"64420-019-10-R","WM FAST-TAC URBAN PANT BLACK 10 R","5.11","PANTA","0","588.7"
"64420-019-12-R","WM FAST-TAC URBAN PANT BLACK 12 R","5.11","PANTA","0","612.0"
"64420-019-4-R","WM FAST-TAC URBAN PANT BLACK 4 R","5.11","PANTA","1","836.1"
"64420-018-2-R","WM FAST-TAC URBAN PANT CHARCOAL 2 R","5.11","PANTA","1","1189.7"
"64420-724-10-R","WM FAST-TAC URBAN PANT DARK NAVY 10 R","5.11","PANTA","0","559.6"
"64420-724-16-R","WM FAST-TAC URBAN PANT DARK NAVY 16 R","5.11","PANTA","0","1070.7"
"64420-724-4-R","WM FAST-TAC URBAN PANT DARK NAVY 4 R","5.11","PANTA","0","559.7"
"64420-724-6-R","WM FAST-TAC URBAN PANT DARK NAVY 6 R","5.11","PANTA","0","597.0"
"64420-055-10-R","WM FAST-TAC URBAN PANT KHAKI 10 R","5.11","PANTA","0","1189.7"
"64420-055-12-R","WM FAST-TAC URBAN PANT KHAKI 12 R","5.11","PANTA","0","1189.7"
"64420-019-6-R","WM FAST-TAC URBAN PANT BLACK 6 R","5.11","PANTA","0","601.6"
"64435-720-12","WM COMPANY PANT 2.0 FIRE NAVY 12","5.11","PANTA","0","890.5"
"64443-750-16","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 16","5.11","PANTA","1","1090.6"
"64443-750-6","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 6","5.11","PANTA","0","1090.6"
"64443-750-8","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 8","5.11","PANTA","0","1090.6"
"64443-019-2","WM CL A FAST-TAC TWL PNT BLACK 2","5.11","PANTA","0","1227.2"
"64443-750-10","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 10","5.11","PANTA","0","1090.6"
"64443-750-12","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 12","5.11","PANTA","0","1090.6"
"64443-750-14","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 14","5.11","PANTA","0","1090.6"
"64443-750-18","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 18","5.11","PANTA","0","1265.5"
"64443-750-20","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 20","5.11","PANTA","0","1265.5"
"64443-750-4","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 4","5.11","PANTA","0","1090.6"
"64445-724-10-R","WM ABR PRO PANT DARK NAVY 10 R","5.11","PANTA","0","801.1"
"64445-724-12-R","WM ABR PRO PANT DARK NAVY 12 R","5.11","PANTA","0","801.1"
"64445-724-6-R","WM ABR PRO PANT DARK NAVY 6 R","5.11","PANTA","0","801.1"
"64445-055-10-R","WM ABR PRO PANT KHAKI 10 R","5.11","PANTA","2","845.9"
"64445-055-12-R","WM ABR PRO PANT KHAKI 12 R","5.11","PANTA","2","862.8"
"64445-186-10-R","WM ABR PRO PANT RANGER GREEN 10 R","5.11","PANTA","1","801.1"
"64445-186-12-R","WM ABR PRO PANT RANGER GREEN 12 R","5.11","PANTA","0","801.1"
"64445-186-6-R","WM ABR PRO PANT RANGER GREEN 6 R","5.11","PANTA","1","801.1"
"64445-186-8-R","WM ABR PRO PANT RANGER GREEN 8 R","5.11","PANTA","0","801.1"
"64445-055-8-L","WM ABR PRO PANT KHAKI 8 L","5.11","PANTA","0","858.5"
"64446-019-14-R","WOMEN'S APEX PANT BLACK 14 R","5.11","PANTA","0","1139.7"
"64446-724-10-L","WOMEN'S APEX PANT DARK NAVY 10 L","5.11","PANTA","0","1098.8"
"64446-724-10-R","WOMEN'S APEX PANT DARK NAVY 10 R","5.11","PANTA","0","1097.1"
"64446-724-12-L","WOMEN'S APEX PANT DARK NAVY 12 L","5.11","PANTA","0","1084.2"
"64446-724-12-R","WOMEN'S APEX PANT DARK NAVY 12 R","5.11","PANTA","1","1073.0"
"64446-724-14-L","WOMEN'S APEX PANT DARK NAVY 14 L","5.11","PANTA","0","1073.1"
"64446-724-14-R","WOMEN'S APEX PANT DARK NAVY 14 R","5.11","PANTA","0","1051.9"
"64446-724-16-R","WOMEN'S APEX PANT DARK NAVY 16 R","5.11","PANTA","0","1059.0"
"64446-724-18-R","WOMEN'S APEX PANT DARK NAVY 18 R","5.11","PANTA","0","1060.4"
"64446-724-20-R","WOMEN'S APEX PANT DARK NAVY 20 R","5.11","PANTA","0","1062.5"
"64446-724-6-L","WOMEN'S APEX PANT DARK NAVY 6 L","5.11","PANTA","0","1745.7"
"64446-724-8-R","WOMEN'S APEX PANT DARK NAVY 8 R","5.11","PANTA","0","1085.1"
"64446-724-4-R","WOMEN'S APEX PANT DARK NAVY 4 R","5.11","PANTA","0","1745.7"
"64459-019-8-R","5.11 SPIRE PANT BLACK 8 R","5.11","PANTA","0","1530.0"
"66028-019-M","PT-R WM CATALYST FULL ZIP BLACK M","5.11","CHAMA","1","622.2"
"66118-02-09","Stylus Pro - Black - Clam - White LED BL","STREAMLIGHT","LINTE","11","412.4"
"66134-02-09","Stylus Pro USB - with USB cord, nylon ho","STREAMLIGHT","LINTE","4","1091.3"
"66601-02-09","MicroStream USB - with USB cord and lany","STREAMLIGHT","LINTE","6","594.1"
"66608-03-09","MicroStream USB - with USB cord and lany","STREAMLIGHT","LINTE","6","600.4"
"69215-676-L","WM ALWAYS READY S/S TEE BLUE L","5.11","PLAYE","4","267.8"
"69215-676-M","WM ALWAYS READY S/S TEE BLUE M","5.11","PLAYE","0","267.8"
"69215-676-S","WM ALWAYS READY S/S TEE BLUE S","5.11","PLAYE","0","267.8"
"69216-225-L","WM BARREL BANNER L/S TEE MILITARY GRN L","5.11","PLAYE","3","374.9"
"69216-225-M","WM BARREL BANNER L/S TEE MILITARY GRN M","5.11","PLAYE","3","374.9"
"69216-225-S","WM BARREL BANNER L/S TEE MILITARY GRN S","5.11","PLAYE","0","374.9"
"69217-019-L","WM CLUB RUCK S/S TEE BLACK L","5.11","PLAYE","5","267.8"
"69217-019-M","WM CLUB RUCK S/S TEE BLACK M","5.11","PLAYE","3","267.8"
"69221-019-L","WM NEON LEGACY S/S TEE BLACK L","5.11","PLAYE","6","267.8"
"69221-019-M","WM NEON LEGACY S/S TEE BLACK M","5.11","PLAYE","1","267.8"
"69221-019-S","WM NEON LEGACY S/S TEE BLACK S","5.11","PLAYE","0","267.8"
"69258-075-L","WM HELLO DARKNESS SS TEE  L","5.11","PLAYE","1","255.5"
"69258-075-M","WM HELLO DARKNESS SS TEE IVORY M","5.11","PLAYE","0","255.6"
"69262-019-L","WM BATTLE TESTED SS TEE BLACK L","5.11","PLAYE","0","255.6"
"69262-019-M","WM BATTLE TESTED SS TEE BLACK M","5.11","PLAYE","1","255.6"
"69262-019-XL","WM BATTLE TESTED SS TEE BLACK XL","5.11","PLAYE","0","255.5"
"69275-016-M","W 5.11 SCOPE HOODIE HEATHER GREY M","5.11","SUDAD","0","446.0"
"69282-02-09","TLR-6 WITHOUT LASER (GLOCK® 26/27/33) wi","STREAMLIGHT","LINTE","1","1501.8"
"69424-02-09","TLR-7A Flex -Includes low switch, high s","STREAMLIGHT","LINTE","0","2582.2"
"69455","TLR-7X USB","STREAMLIGHT","LINTE","1","2712.6"
"71049-724-2XL","PERFORMANCE S/S POLO DARK NAVY 2XL","5.11","PLAYE","2","690.8"
"71049-724-3XL","PERFORMANCE S/S POLO DARK NAVY 3XL","5.11","PLAYE","0","876.4"
"71049-724-L","PERFORMANCE S/S POLO DARK NAVY L","5.11","PLAYE","5","690.9"
"71049-724-XL","PERFORMANCE S/S POLO DARK NAVY L","5.11","PLAYE","5","713.5"
"71049-724-M","PERFORMANCE S/S POLO DARK NAVY M","5.11","PLAYE","2","718.2"
"71049-724-S","PERFORMANCE S/S POLO DARK NAVY S","5.11","PLAYE","3","690.8"
"71049-724-XS","PERFORMANCE S/S POLO DARK NAVY XS","5.11","PLAYE","0","756.4"
"71049-019-2XL","PERFORMANCE S/S POLO BLACK 2XL","5.11","PLAYE","3","691.3"
"71049-019-L","PERFORMANCE S/S POLO BLACK L","5.11","PLAYE","5","619.0"
"71049-019-M","PERFORMANCE S/S POLO BLACK M","5.11","PLAYE","5","651.1"
"71049-019-S","PERFORMANCE S/S POLO BLACK S","5.11","PLAYE","4","605.3"
"71049-019-XL","PERFORMANCE S/S POLO BLACK XL","5.11","PLAYE","6","614.1"
"71049-018-L","PERFORMANCE S/S POLO CHARCOAL L","5.11","PLAYE","6","591.3"
"71049-018-M","PERFORMANCE S/S POLO CHARCOAL M","5.11","PLAYE","3","633.8"
"71049-018-S","PERFORMANCE S/S POLO CHARCOAL S","5.11","PLAYE","4","590.3"
"71049-018-XL","PERFORMANCE S/S POLO CHARCOAL XL","5.11","PLAYE","2","655.8"
"71049-860-L","PERFORMANCE S/S POLO L.E. GREEN L","5.11","PLAYE","3","594.8"
"71049-860-M","PERFORMANCE S/S POLO L.E. GREEN M","5.11","PLAYE","5","594.8"
"71049-860-S","PERFORMANCE S/S POLO L.E. GREEN S","5.11","PLAYE","2","593.8"
"71049-860-XL","PERFORMANCE S/S POLO L.E. GREEN XL","5.11","PLAYE","3","597.3"
"71049-477-L","PERFORMANCE S/S POLO RANGE RED L","5.11","PLAYE","1","555.4"
"71049-477-M","PERFORMANCE S/S POLO RANGE RED M","5.11","PLAYE","3","573.5"
"71049-477-S","PERFORMANCE S/S POLO RANGE RED S","5.11","PLAYE","1","569.7"
"71049-477-XL","PERFORMANCE S/S POLO RANGE RED XL","5.11","PLAYE","1","569.7"
"71049-160-L","PERFORMANCE S/S POLO SILVER TAN L","5.11","PLAYE","1","621.0"
"71049-160-M","PERFORMANCE S/S POLO SILVER TAN M","5.11","PLAYE","1","618.8"
"71049-160-S","PERFORMANCE S/S POLO SILVER TAN S","5.11","PLAYE","0","619.3"
"71049-160-XL","PERFORMANCE S/S POLO SILVER TAN XL","5.11","PLAYE","1","619.9"
"71049-190-L","PERFORMANCE S/S POLO TDU GREEN L","5.11","PLAYE","10","673.7"
"71049-190-M","PERFORMANCE S/S POLO TDU GREEN M","5.11","PLAYE","4","619.1"
"71049-190-XL","PERFORMANCE S/S POLO TDU GREEN XL","5.11","PLAYE","2","615.6"
"71049-010-2XL","PERFORMANCE S/S POLO WHITE 2XL","5.11","PLAYE","1","1066.4"
"71049-010-L","PERFORMANCE S/S POLO WHITE L","5.11","PLAYE","13","606.0"
"71049-010-M","PERFORMANCE S/S POLO WHITE M","5.11","PLAYE","8","690.8"
"71049-010-S","PERFORMANCE S/S POLO WHITE S","5.11","PLAYE","11","172.7"
"71049-010-XL","PERFORMANCE S/S POLO WHITE XL","5.11","PLAYE","3","705.6"
"71049-190-S","PERFORMANCE S/S POLO TDU GREEN S","5.11","PLAYE","1","691.0"
"71168-750-2XL-R","TCLT PDU S/S B-CL SHIRT MIDN NVY 2XL R","5.11","CAMIS","4","890.2"
"71168-750-3XL-T","TCLT PDU S/S B-CL SHIRT MIDN NVY 3XL T","5.11","CAMIS","0","1032.5"
"71168-750-XL-R","TCLT PDU S/S B-CL SHIRT MIDN NVY XL R","5.11","CAMIS","5","889.1"
"71168-750-L-R","TCLT PDU S/S B-CL SHIRT MIDNIGHT NVY L R","5.11","CAMIS","0","888.3"
"71168-750-M-R","TCLT PDU S/S B-CL SHIRT MIDNIGHT NVY M R","5.11","CAMIS","7","884.6"
"71168-750-M-S","TCLT PDU S/S B-CL SHIRT MIDNIGHT NVY M S","5.11","CAMIS","0","890.8"
"71168-750-S-R","TCLT PDU S/S B-CL SHIRT MIDNIGHT NVY S R","5.11","CAMIS","23","891.3"
"71175-019-L","TACLITE PRO S/S SHIRT BLACK L","5.11","CAMIS","1","729.8"
"71175-019-M","TACLITE PRO S/S SHIRT BLACK M","5.11","CAMIS","0","734.0"
"71175-019-S","TACLITE PRO S/S SHIRT BLACK S","5.11","CAMIS","1","720.5"
"71175-019-XL","TACLITE PRO S/S SHIRT BLACK XL","5.11","CAMIS","2","704.2"
"71175-018-L","TACLITE PRO S/S SHIRT CHARCOAL L","5.11","CAMIS","0","727.8"
"71175-018-M","TACLITE PRO S/S SHIRT CHARCOAL M","5.11","CAMIS","1","724.2"
"71175-018-S","TACLITE PRO S/S SHIRT CHARCOAL S","5.11","CAMIS","3","696.5"
"71175-018-XL","TACLITE PRO S/S SHIRT CHARCOAL XL","5.11","CAMIS","0","704.2"
"71175-724-L","TACLITE PRO S/S SHIRT DARK NAVY L","5.11","CAMIS","38","747.4"
