"Id Referencia ","Descripcion producto","Marca  ","Línea ","Existencias ","Costo promedio "
"56634ABR-019-1SZ","COVRT18 2.0 BLACK 1 SZ","5.11","MOCHI","1","1613.5"
"56635ABR-019-1SZ","DAILY DEPLOY PUSH PACK BLACK 1 SZ","5.11","MOCHI","2","829.8"
"56647ABR-019-1SZ","OVERWATCH BRIEFCASE BLACK 1 SZ","5.11","MOCHI","4","1273.8"
"56652ABR-019-1SZ","FLEX RADIO 2.0 POUCH BLACK 1 SZ","5.11","POUCH","6","511.5"
"56669MC-169-1SZ","FLEX DBL PISTOL 2.0 PCH MC MULTICAM 1 SZ","5.11","POUCH","6","0.0"
"56682ABR-019-1SZ","FLEX SGL MLTI CAL POUCH BLACK 1 SZ","5.11","POUCH","0","465.8"
"56702ABR-019-1SZ","LVC6 2.0 WAIST PACK BLACK 1 SZ","5.11","MOCHI","1","575.4"
"56702ABR-192-1SZ","LVC6 2.0 WAIST PACK TUNDRA 1 SZ","5.11","MOCHI","1","524.7"
"56714ABR-251-1SZ","TRACKER BIFOLD 2.0 BLK MULTICAM 1 SZ","5.11","ACCES","15","360.4"
"56716ABR-019-1SZ","PHANTOM BIFOLD 2.0 BLACK 1 SZ","5.11","ACCES","5","565.6"
"56754ABR-134-1SZ","FLEX DBL AR 2.0 POUCH KANGAROO 1 SZ","5.11","POUCH","3","401.4"
"56754MC-169-1SZ","FLEX DBL AR 2.0 POUCH MC MULTICAM 1 SZ","5.11","MOCHI","5","502.7"
"56769ABR-367-1SZ","SKYWEIGHT  SRVL CHEST PK MAJOR BROWN 1 S","5.11","MOCHI","8","574.5"
"56770ABR-831-1SZ","SKYWEIGHT UTIL CHEST PK SAGE GREEN 1 SZ","5.11","MOCHI","4","766.0"
"56770ABR-098-1SZ","SKYWEIGHT UTIL CHEST PK VOLCANIC 1 SZ","5.11","MOCHI","0","768.4"
"56789ABR-400-M","MISSION READY DOG HARNESS FLUORSCN ORG M","5.11","K9","6","558.7"
"56789ABR-400-S","MISSION READY DOG HARNESS FLUORSCN ORG S","5.11","K9","3","565.6"
"56789ABR-831-L/XL","MISSION READY DOG HARNESS SAGE GREEN L/X","5.11","K9","4","565.5"
"56789ABR-831-M","MISSION READY DOG HARNESS SAGE GREEN M","5.11","K9","6","565.5"
"56789ABR-831-S","MISSION READY DOG HARNESS SAGE GREEN S","5.11","K9","2","565.6"
"56789ABR-098-L/XL","MISSION READY DOG HARNESS VOLCANIC L/XL","5.11","K9","4","565.5"
"56789ABR-098-M","MISSION READY DOG HARNESS VOLCANIC M","5.11","K9","5","565.5"
"56789ABR-098-S","MISSION READY DOG HARNESS VOLCANIC S","5.11","K9","3","565.6"
"56789ABR-400-L/XL","MISSION READY DOG HARNESS FLUORSCN ORG L","5.11","K9","1","579.5"
"56792ABR-019-1SZ","LVC8 SLING PACK BLACK 1 SZ","5.11","MOCHI","15","1211.2"
"56831MC-169-1SZ","FLEX SGL PSTL MLTI PCH MC BLACK 1 SZ","5.11","POUCH","2","308.3"
"56947ABR-019-1SZ","RANGE QUALIFIER BAG BLACK 1 SZ","5.11","MOCHI","2","1153.2"
"56963ABR-019-1SZ","MOAB 6 BLACK 1 SZ","5.11","MOCHI","3","1011.9"
"56963ABR-026-1SZ","MOAB 6 DOUBLE TAP 1 SZ","5.11","MOCHI","2","1011.9"
"56963ABR-134-1SZ","MOAB 6 KANGAROO 1 SZ","5.11","MOCHI","4","1011.9"
"56963ABR-186-1SZ","MOAB 6 RANGER GREEN 1 SZ","5.11","MOCHI","2","1011.9"
"58604ABR-018-1SZ","SELECT CARRY PISTOL POUCH CHARCOAL 1 SZ","5.11","MOCHI","11","496.8"
"58713ABR-019-1SZ","6.6 POUCH BLACK 1 SZ","5.11","POUCH","2","457.4"
"58715ABR-019-1SZ","6.6 MED POUCH BLACK 1 SZ","5.11","POUCH","11","511.5"
"58715ABR-134-1SZ","6.6 MED POUCH KANGAROO 1 SZ","5.11","POUCH","6","511.5"
"58715ABR-186-1SZ","6.6 MED POUCH RANGER GREEN 1 SZ","5.11","POUCH","6","511.5"
"58718ABR-019-1SZ","RADIO POUCH BLACK 1 SZ","5.11","POUCH","12","373.8"
"58722ABR-019-1SZ","H20 CARRIER BLACK 1 SZ","5.11","ACCES","6","384.4"
"58724ABR-019-1SZ","SINGLE PISTOL CASE BLACK 1 SZ","5.11","MOCHI","7","467.3"
"590160BKOD","11MM X 60M STD ENDURO BK/OD","BLUEWATER","RESCA","2","0.0"
"59505ABR-019-L","SIERRA BRAVO DUTY BLT BLACK L","5.11","CINTU","0","1090.6"
"59505ABR-019-XL","SIERRA BRAVO DUTY BLT BLACK XL","5.11","CINTU","0","1090.7"
"610T-006-34-34","STEALTH OPERATOR PANTS NAVY BLUE 34 34","CONDOR","PANTA","2","891.5"
"610T-006-36-34","STEALTH OPERATOR PANTS NAVY BLUE 36 34","CONDOR","PANTA","2","891.5"
"610T-006-32-32","STEALTH OPERATOR PANTS NAVY BLUE 32 32","CONDOR","PANTA","2","891.5"
"61168ABR-750-L-R","WM TCLT PDU S/S B-CL SHRT MIDNIGHT NVY L","5.11","CAMIS","1","892.5"
"61168ABR-750-M-R","WM TCLT PDU S/S B-CL SHRT MIDNIGHT NVY M","5.11","CAMIS","8","891.9"
"61168ABR-750-S-R","WM TCLT PDU S/S B-CL SHRT MIDNIGHT NVY S","5.11","CAMIS","0","891.8"
"61168ABR-750-XL-R","WM TCLT PDU S/S B-CL SHRT MIDNIGHT NVY X","5.11","CAMIS","1","892.2"
"61168ABR-750-XL-T","WM TCLT PDU S/S B-CL SHRT MIDNIGHT NVY X","5.11","CAMIS","0","1035.1"
"61168ABR-750-XS-R","WM TCLT PDU S/S B-CL SHRT MIDNIGHT NVY X","5.11","CAMIS","0","892.0"
"62070ABR-019-S","WM L/S TACLITE SHIRT BLACK S","5.11","CAMIS","0","1358.1"
"62070ABR-019-XL","WM L/S TACLITE SHIRT BLACK XL","5.11","CAMIS","1","882.4"
"62070ABR-724-M","WM L/S TACLITE SHIRT DARK NAVY M","5.11","CAMIS","0","1357.8"
"62070ABR-724-S","WM L/S TACLITE SHIRT DARK NAVY S","5.11","CAMIS","1","1357.8"
"62070ABR-724-XL","WM L/S TACLITE SHIRT DARK NAVY XL","5.11","CAMIS","1","1357.8"
"62070ABR-019-M","WM L/S TACLITE SHIRT BLACK M","5.11","CAMIS","0","897.3"
"62070ABR-724-XS","WM L/S TACLITE SHIRT DARK NAVY XS","5.11","CAMIS","0","1357.8"
"62070ABR-724-L","WM L/S TACLITE SHIRT DARK NAVY L","5.11","CAMIS","1","1357.8"
"62366ABR-750-S-R","WM TCLT PDU L/S B-CL SHRT MID NAVY S R","5.11","CAMIS","0","961.7"
"62366ABR-750-M-R","WM TCLT PDU L/S B-CL SHRT MIDNIGHT NAVY","5.11","CAMIS","6","960.9"
"62366ABR-750-L-R","WM TCLT PDU L/S B-CL SHRT MIDNIGHT NVY L","5.11","CAMIS","0","960.9"
"62366ABR-750-XL-R","WM TCLT PDU L/S B-CL SHRT MIDNIGHT NVY X","5.11","CAMIS","2","960.9"
"62366ABR-750-XL-T","WM TCLT PDU L/S B-CL SHRT MIDNIGHT NVY X","5.11","CAMIS","0","1108.3"
"62366ABR-750-XS-R","WM TCLT PDU L/S B-CL SHRT MIDNIGHT NVY X","5.11","CAMIS","2","961.0"
"62388ABR-724-XS","WM FAST-TAC L/S SHIRT DARK NAVY XS","5.11","CAMIS","0","1090.6"
"62388ABR-724-M","WM FAST-TAC L/S SHIRT DARK NAVY M","5.11","CAMIS","0","1090.6"
"62388ABR-724-XL","WM FAST-TAC L/S SHIRT DARK NAVY XL","5.11","CAMIS","0","1090.6"
"62388ABR-992-S","WM FAST-TAC L/S SHIRT UNIFORM WHTE S","5.11","CAMIS","2","1090.6"
"62388ABR-992-XS","WM FAST-TAC L/S SHIRT UNIFORM WHTE XS","5.11","CAMIS","2","1090.6"
"64359ABR-724-10-R","WM RIPSTOP TDU PANT DARK NAVY 10 R","5.11","PANTA","0","988.0"
"64360ABR-724-16-R","WM TACLITE PANT DARK NAVY 16 R","5.11","PANTA","0","611.2"
"64360ABR-724-14-R","WM TACLITE PANT DARK NAVY 14 R","5.11","PANTA","1","1096.6"
"64360ABR-724-18-R","WM TACLITE PANT DARK NAVY 18 R","5.11","PANTA","0","1096.6"
"64370ABR-750-10","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 10","5.11","PANTA","0","892.7"
"64370ABR-750-12","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 12","5.11","PANTA","2","893.0"
"64370ABR-750-14","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 14","5.11","PANTA","0","897.1"
"64370ABR-750-16","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 16","5.11","PANTA","0","898.2"
"64370ABR-750-18","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 18","5.11","PANTA","0","1034.0"
"64370ABR-750-2","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 2","5.11","PANTA","0","898.0"
"64370ABR-750-20","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 20","5.11","PANTA","0","1066.5"
"64370ABR-750-4","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 4","5.11","PANTA","0","899.0"
"64370ABR-750-6","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 6","5.11","PANTA","0","897.3"
"64370ABR-750-8","WM TCLT PDU A-CLASS PANT MIDNIGHT NVY 8","5.11","PANTA","24","892.5"
"64386ABR-055-0-R","WM STRYKE PANT KHAKI 0 R","5.11","PANTA","0","1213.3"
"64386ABR-019-10-R","WM STRYKE PANT BLACK 10 R","5.11","PANTA","2","1206.3"
"64386ABR-019-2-R","WM STRYKE PANT BLACK 2 R","5.11","PANTA","2","1206.3"
"64386ABR-019-4-R","WM STRYKE PANT BLACK 4 R","5.11","PANTA","2","1206.3"
"64386ABR-019-6-R","WM STRYKE PANT BLACK 6 R","5.11","PANTA","3","1206.2"
"64386ABR-019-8-R","WM STRYKE PANT BLACK 8 R","5.11","PANTA","3","1206.2"
"64386ABR-724-10-R","WM STRYKE PANT DARK NAVY 10 R","5.11","PANTA","2","1206.3"
"64386ABR-724-2-R","WM STRYKE PANT DARK NAVY 2 R","5.11","PANTA","2","1206.3"
"64386ABR-724-4-R","WM STRYKE PANT DARK NAVY 4 R","5.11","PANTA","4","1206.2"
"64386ABR-724-6-R","WM STRYKE PANT DARK NAVY 6 R","5.11","PANTA","4","1206.2"
"64386ABR-724-8-R","WM STRYKE PANT DARK NAVY 8 R","5.11","PANTA","2","1206.3"
"71373ABR-724-L","FAST-TAC S/S SHIRT DARK NAVY L","5.11","CAMIS","0","0.0"
"64386ABR-092-10-R","WM STRYKE PANT STORM 10 R","5.11","PANTA","0","928.8"
"64386ABR-092-12-R","WM STRYKE PANT STORM 12 R","5.11","PANTA","0","928.8"
"64386ABR-092-14-R","WM STRYKE PANT STORM 14 R","5.11","PANTA","0","928.8"
"64386ABR-092-16-R","WM STRYKE PANT STORM 16 R","5.11","PANTA","0","1415.5"
"64386ABR-092-18-R","WM STRYKE PANT STORM 18 R","5.11","PANTA","0","1634.3"
"64386ABR-092-20-R","WM STRYKE PANT STORM 20 R","5.11","PANTA","0","1634.2"
"64386ABR-092-8-R","WM STRYKE PANT STORM 8 R","5.11","PANTA","0","928.8"
"64419ABR-055-4-R","WM FAST-TAC CARGO PANT KHAKI 4 R","5.11","PANTA","5","808.7"
"64419ABR-018-2-R","WM FAST-TAC CARGO PANT CHARCOAL 2 R","5.11","PANTA","2","833.5"
"64419ABR-018-4-R","WM FAST-TAC CARGO PANT CHARCOAL 4 R","5.11","PANTA","3","833.4"
"64419ABR-018-6-R","WM FAST-TAC CARGO PANT CHARCOAL 6 R","5.11","PANTA","4","833.4"
"64419ABR-018-8-R","WM FAST-TAC CARGO PANT CHARCOAL 8 R","5.11","PANTA","4","833.4"
"64419ABR-019-10-R","WM FAST-TAC CARGO PANT BLACK 10 R","5.11","PANTA","2","833.5"
"64419ABR-055-10-R","WM FAST-TAC CARGO PANT KHAKI 10 R","5.11","PANTA","2","833.0"
"64419ABR-055-12-R","WM FAST-TAC CARGO PANT KHAKI 12 R","5.11","PANTA","2","833.0"
"64419ABR-055-2-R","WM FAST-TAC CARGO PANT KHAKI 2 R","5.11","PANTA","3","833.4"
"64419ABR-055-6-R","WM FAST-TAC CARGO PANT KHAKI 6 R","5.11","PANTA","3","833.4"
"64419ABR-055-8-R","WM FAST-TAC CARGO PANT KHAKI 8 R","5.11","PANTA","3","833.4"
"64419ABR-724-10-R","WM FAST-TAC CARGO PANT DARK NAVY 10 R","5.11","PANTA","2","1265.5"
"64419ABR-724-12-R","WM FAST-TAC CARGO PANT DARK NAVY 12 R","5.11","PANTA","2","1265.5"
"64419ABR-724-2-R","WM FAST-TAC CARGO PANT DARK NAVY 2 R","5.11","PANTA","3","833.4"
"64419ABR-724-4-R","WM FAST-TAC CARGO PANT DARK NAVY 4 R","5.11","PANTA","4","1265.5"
"64419ABR-724-6-R","WM FAST-TAC CARGO PANT DARK NAVY 6 R","5.11","PANTA","3","1265.4"
"64419ABR-724-8-R","WM FAST-TAC CARGO PANT DARK NAVY 8 R","5.11","PANTA","4","568.7"
"64419ABR-724-14-R","WM FAST-TAC CARGO PANT DARK NAVY 14 R","5.11","PANTA","0","1265.5"
"64419ABR-724-16-R","WM FAST-TAC CARGO PANT DARK NAVY 16 R","5.11","PANTA","0","1265.5"
"64419ABR-724-18-R","WM FAST-TAC CARGO PANT DARK NAVY 18 R","5.11","PANTA","0","1465.3"
"64419ABR-724-20-R","WM FAST-TAC CARGO PANT DARK NAVY 20 R","5.11","PANTA","0","1465.3"
"64443ABR-750-10","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 10","5.11","PANTA","0","639.3"
"64443ABR-750-12","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 12","5.11","PANTA","0","639.3"
"64443ABR-750-14","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 14","5.11","PANTA","0","639.3"
"64443ABR-750-16","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 16","5.11","PANTA","0","639.3"
"64443ABR-750-18","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 18","5.11","PANTA","0","741.8"
"64443ABR-750-2","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 2","5.11","PANTA","0","639.3"
"64443ABR-750-20","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 20","5.11","PANTA","0","741.8"
"64443ABR-750-4","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 4","5.11","PANTA","0","639.3"
"64443ABR-750-6","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 6","5.11","PANTA","0","639.3"
"64443ABR-750-8","WM CL A FAST-TAC TWL PNT MIDNIGHT NVY 8","5.11","PANTA","0","639.3"
"64445ABR-019-0-R","WM ABR PRO PANT BLACK 0 R","5.11","PANTA","0","962.3"
"64445ABR-724-10-R","WM ABR PRO PANT DARK NAVY 10 R","5.11","PANTA","1","942.9"
"64445ABR-724-12-R","WM ABR PRO PANT DARK NAVY 12 R","5.11","PANTA","2","942.9"
"64445ABR-724-2-R","WM ABR PRO PANT DARK NAVY 2 R","5.11","PANTA","1","942.9"
"64445ABR-724-4-R","WM ABR PRO PANT DARK NAVY 4 R","5.11","PANTA","3","943.0"
"64445ABR-724-6-R","WM ABR PRO PANT DARK NAVY 6 R","5.11","PANTA","3","962.4"
"64445ABR-724-8-R","WM ABR PRO PANT DARK NAVY 8 R","5.11","PANTA","2","943.0"
"64445ABR-134-10-R","WM ABR PRO PANT KANGAROO 10 R","5.11","PANTA","0","893.8"
"64445ABR-134-12-R","WM ABR PRO PANT KANGAROO 12 R","5.11","PANTA","0","1023.7"
"64445ABR-134-2-R","WM ABR PRO PANT KANGAROO 2 R","5.11","PANTA","2","942.9"
"64445ABR-134-4-R","WM ABR PRO PANT KANGAROO 4 R","5.11","PANTA","3","943.0"
"64445ABR-134-6-R","WM ABR PRO PANT KANGAROO 6 R","5.11","PANTA","3","943.0"
"64445ABR-134-8-R","WM ABR PRO PANT KANGAROO 8 R","5.11","PANTA","2","943.0"
"64445ABR-055-10-R","WM ABR PRO PANT KHAKI 10 R","5.11","PANTA","1","942.9"
"64445ABR-055-12-R","WM ABR PRO PANT KHAKI 12 R","5.11","PANTA","2","942.9"
"64445ABR-055-2-R","WM ABR PRO PANT KHAKI 2 R","5.11","PANTA","2","942.9"
"64445ABR-055-4-R","WM ABR PRO PANT KHAKI 4 R","5.11","PANTA","3","943.0"
"64445ABR-055-6-R","WM ABR PRO PANT KHAKI 6 R","5.11","PANTA","1","943.0"
"64445ABR-055-8-R","WM ABR PRO PANT KHAKI 8 R","5.11","PANTA","1","942.9"
"64446ABR-724-10-R","WOMEN'S APEX PANT DARK NAVY 10 R","5.11","PANTA","0","1054.1"
"64446ABR-724-2-R","WOMEN'S APEX PANT DARK NAVY 2 R","5.11","PANTA","1","1054.1"
"64446ABR-724-6-R","WOMEN'S APEX PANT DARK NAVY 6 R","5.11","PANTA","1","1745.7"
"64446ABR-724-8-R","WOMEN'S APEX PANT DARK NAVY 8 R","5.11","PANTA","1","1745.7"
"64446ABR-724-0-R","WOMENS APEX PANT DARK NAVY 0 R","5.11","PANTA","0","1054.1"
"64446ABR-724-12-R","WOMENS APEX PANT DARK NAVY 12 R","5.11","PANTA","0","1054.1"
"64446ABR-724-16-R","WOMENS APEX PANT DARK NAVY 16 R","5.11","PANTA","0","1054.1"
"64446ABR-724-18-R","WOMENS APEX PANT DARK NAVY 18 R","5.11","PANTA","0","1220.1"
"64446ABR-724-4-R","WOMENS APEX PANT DARK NAVY 4 R","5.11","PANTA","0","1054.1"
"69226AAP-721-L","WM NTRS OVRLANDR SS TEE DEEP SEA L","5.11","PLAYE","0","262.4"
"69226AAP-721-XL","WM NTRS OVRLANDR SS TEE DEEP SEA XL","5.11","PLAYE","1","262.4"
"69226AFB-019-L","WM CAMO CREST SS TEE BLACK L","5.11","PLAYE","3","367.1"
"69226AFB-019-M","WM CAMO CREST SS TEE BLACK M","5.11","PLAYE","3","367.1"
"69226AFB-019-S","WM CAMO CREST SS TEE BLACK S","5.11","PLAYE","2","367.1"
"69226AFB-019-XS","WM CAMO CREST SS TEE BLACK XS","5.11","PLAYE","2","367.1"
"6N657N-HM-K-G","FAJO TACTICO HEBILLA METAL KHAKI G","ALTEC","CINTU","0","170.0"
"6N657N-HM-N-G","FAJO TACTICO HEBILLA METAL NEGRO G","ALTEC","CINTU","0","170.0"
"MEX6P0066080207","PORTA PISTOLA NYLON NEGRO","ALTEC","HOLST","2","88.2"
"MEX6P061080207","PORTA PISTOLA MARIPOSA","ALTEC","HOLST","1","98.0"
"MEX6PF633080207","PORTA LAMPARA DE ARO NYLON NEGRO","ALTEC","ACCES","2","34.0"
"MEX6PF645080207","PORTA LLAVE LONA NEGRO","ALTEC","ACCES","0","34.7"
"MEX6PF647F080207","SEPARADOR NYLON NEGRO","ALTEC","ACCES","3","14.9"
"MEX6PF649080207","PORTA TOLETE PR24 NEGRO","ALTEC","ACCES","5","33.9"
"MEX6PF658080207","FAJILLA DE NYLON NEGRO","ALTEC","ACCES","4","100.7"
"MEX6PF703080207","PORTA RADIO NYLON NEGRO","ALTEC","ACCES","1","97.7"
"MEX6PF705M080207","PORTA PROVEEDOR NYLON DOBLE NEGRO","ALTEC","ACCES","3","82.5"
"MEX6PF708080207","PORTA ESPOSAS NYLON NEGRO","ALTEC","ACCES","7","51.1"
"71049T-724-4XL","PERFORMANCE S/S POLO TALL DARK NAVY 4XL","5.11","PLAYE","0","876.4"
"71168A-750-2XL-R","TCLT PDU S/S B-CL SHIRT MIDNIGHT NVY 2XL","5.11","CAMIS","0","893.9"
"71168ABR-750-L-R","TCLT PDU S/S B-CL SHIRT MIDNIGHT NVY L R","5.11","CAMIS","0","896.1"
"71168ABR-750-M-R","TCLT PDU S/S B-CL SHIRT MIDNIGHT NVY M R","5.11","CAMIS","0","893.3"
"71168ABR-750-M-S","TCLT PDU S/S B-CL SHIRT MIDNIGHT NVY M-S","5.11","CAMIS","0","1041.2"
"71168ABR-750-S-R","TCLT PDU S/S B-CL SHIRT MIDNIGHT NVY S R","5.11","CAMIS","0","894.0"
"71168ABR-750-XL-R","TCLT PDU S/S B-CL SHIRT MIDNIGHT NVY XL","5.11","CAMIS","0","894.0"
"71175ABR-019-2XL","TACLITE PRO S/S SHIRT BLACK 2XL","5.11","CAMIS","2","720.6"
"71175ABR-019-L","TACLITE PRO S/S SHIRT BLACK L","5.11","CAMIS","0","788.3"
"71175ABR-019-M","TACLITE PRO S/S SHIRT BLACK M","5.11","CAMIS","0","720.6"
"71175ABR-019-S","TACLITE PRO S/S SHIRT BLACK S","5.11","CAMIS","8","720.6"
"71175ABR-019-XL","TACLITE PRO S/S SHIRT BLACK XL","5.11","CAMIS","5","720.6"
"71175ABR-018-L","TACLITE PRO S/S SHIRT CHARCOAL L","5.11","CAMIS","2","720.6"
"71175ABR-018-M","TACLITE PRO S/S SHIRT CHARCOAL M","5.11","CAMIS","5","720.6"
"71175ABR-018-S","TACLITE PRO S/S SHIRT CHARCOAL S","5.11","CAMIS","0","720.6"
"71175ABR-018-XL","TACLITE PRO S/S SHIRT CHARCOAL XL","5.11","CAMIS","5","720.6"
"71175ABR-724-2XL","TACLITE PRO S/S SHIRT DARK NAVY 2XL","5.11","CAMIS","7","812.0"
"71175ABR-724-L","TACLITE PRO S/S SHIRT DARK NAVY L","5.11","CAMIS","20","816.3"
"71175ABR-724-M","TACLITE PRO S/S SHIRT DARK NAVY M","5.11","CAMIS","25","793.6"
"71175ABR-724-S","TACLITE PRO S/S SHIRT DARK NAVY S","5.11","CAMIS","8","693.2"
"71175ABR-724-XL","TACLITE PRO S/S SHIRT DARK NAVY XL","5.11","CAMIS","5","705.4"
"71175ABR-190-L","TACLITE PRO S/S SHIRT TDU GREEN L","5.11","CAMIS","5","789.2"
"71175ABR-190-M","TACLITE PRO S/S SHIRT TDU GREEN M","5.11","CAMIS","5","778.3"
"71175ABR-190-S","TACLITE PRO S/S SHIRT TDU GREEN S","5.11","CAMIS","0","798.5"
"71175ABR-162-2XL","TACLITE PRO S/S SHIRT TDU KHAKI 2XL","5.11","CAMIS","2","720.6"
"71175ABR-162-L","TACLITE PRO S/S SHIRT TDU KHAKI L","5.11","CAMIS","5","833.4"
"71175ABR-162-M","TACLITE PRO S/S SHIRT TDU KHAKI M","5.11","CAMIS","5","720.6"
"71175ABR-162-S","TACLITE PRO S/S SHIRT TDU KHAKI S","5.11","CAMIS","3","720.6"
"71175ABR-162-XL","TACLITE PRO S/S SHIRT TDU KHAKI XL","5.11","CAMIS","4","720.6"
"71175ABR-010-L","TACLITE PRO S/S SHIRT WHITE L","5.11","CAMIS","20","844.4"
"71175ABR-010-M","TACLITE PRO S/S SHIRT WHITE M","5.11","CAMIS","20","844.4"
"71175ABR-010-S","TACLITE PRO S/S SHIRT WHITE S","5.11","CAMIS","22","845.4"
"71175ABR-010-XL","TACLITE PRO S/S SHIRT WHITE XL","5.11","CAMIS","15","848.1"
"71175ABR-190-2XL","TACLITE PRO S/S SHIRT TDU GREEN 2XL","5.11","CAMIS","2","798.5"
"71175ABR-010-2XL","TACLITE PRO S/S SHIRT WHITE 2XL","5.11","CAMIS","0","945.9"
"71175ABR-190-XL","TACLITE PRO S/S SHIRT TDU GREEN XL
","5.11","CAMIS","3","720.6"
"71175ABR-018-2XL","TACLITE PRO S/S SHIRT CHARCOAL 2XL
","5.11","CAMIS","2","720.6"
"71215ABR-098-L","MARKSMAN UTILITY S/S SHRT VOLCANIC L","5.11","CAMIS","4","733.7"
"71215ABR-098-M","MARKSMAN UTILITY S/S SHRT VOLCANIC M","5.11","CAMIS","0","733.7"
"71215ABR-098-S","MARKSMAN UTILITY S/S SHRT VOLCANIC S","5.11","CAMIS","1","733.7"
"71373ABR-018-L","FAST-TAC S/S SHIRT CHARCOAL L","5.11","CAMIS","3","722.4"
"71373ABR-018-M","FAST-TAC S/S SHIRT CHARCOAL M","5.11","CAMIS","2","722.4"
"71373ABR-724-S","FAST-TAC S/S SHIRT DARK NAVY S","5.11","CAMIS","4","703.5"
"71373ABR-724-XL","FAST-TAC S/S SHIRT DARK NAVY XL","5.11","CAMIS","3","667.5"
"71373ABR-724-L","FAST-TAC S/S SHIRT DARK NAVY L","5.11","CAMIS","8","781.0"
"71373ABR-724-M","FAST-TAC S/S SHIRT DARK NAVY M","5.11","CAMIS","8","775.4"
"72002ABR-724-L-R","RIPSTOP TDU L/S SHIRT DARK NAVY L R","5.11","CAMIS","22","861.1"
"72002ABR-724-L-S","RIPSTOP TDU L/S SHIRT DARK NAVY L S","5.11","CAMIS","23","947.0"
"72002ABR-724-M-S","RIPSTOP TDU L/S SHIRT DARK NAVY M S","5.11","CAMIS","55","935.3"
"72002ABR-724-S-R","RIPSTOP TDU L/S SHIRT DARK NAVY S R","5.11","CAMIS","19","874.1"
"72002ABR-724-M-R","RIPSTOP TDU L/S SHIRT DARK NAVY M R","5.11","CAMIS","7","937.6"
"72002ABR-724-XL-R","RIPSTOP TDU L/S SHIRT DARK NAVY XL R","5.11","CAMIS","4","937.5"
"72175ABR-019-L","TACLITE PRO L/S SHIRT BLACK L","5.11","CAMIS","18","920.8"
"72175ABR-019-M","TACLITE PRO L/S SHIRT BLACK M","5.11","CAMIS","25","920.4"
"72175ABR-019-S","TACLITE PRO L/S SHIRT BLACK S","5.11","CAMIS","23","927.4"
"72175ABR-019-XL","TACLITE PRO L/S SHIRT BLACK XL","5.11","CAMIS","18","915.5"
"72175ABR-120-XS","TACLITE PRO L/S SHIRT COYOTE 120","5.11","CAMIS","1","921.3"
"72175ABR-724-L","TACLITE PRO L/S SHIRT DARK NAVY L","5.11","CAMIS","921","921.1"
"72175ABR-724-M","TACLITE PRO L/S SHIRT DARK NAVY M","5.11","CAMIS","25","921.1"
"72175ABR-724-S","TACLITE PRO L/S SHIRT DARK NAVY S","5.11","CAMIS","26","921.1"
"72175ABR-724-XL","TACLITE PRO L/S SHIRT DARK NAVY XL","5.11","CAMIS","69","798.3"
"72175ABR-092-L","TACLITE PRO L/S SHIRT STORM L","5.11","CAMIS","1","856.0"
"72175ABR-092-M","TACLITE PRO L/S SHIRT STORM M","5.11","CAMIS","11","766.3"
"72175ABR-092-S","TACLITE PRO L/S SHIRT STORM S","5.11","CAMIS","11","770.0"
"72175ABR-092-XL","TACLITE PRO L/S SHIRT STORM XL","5.11","CAMIS","4","933.8"
"72175ABR-190-L","TACLITE PRO L/S SHIRT TDU GREEN L","5.11","CAMIS","8","921.1"
"72175ABR-190-M","TACLITE PRO L/S SHIRT TDU GREEN M","5.11","CAMIS","12","921.1"
"72175ABR-190-S","TACLITE PRO L/S SHIRT TDU GREEN S","5.11","CAMIS","9","921.1"
"72175ABR-162-2XL","TACLITE PRO L/S SHIRT TDU KHAKI 2XL","5.11","CAMIS","1","828.6"
"72175ABR-162-M","TACLITE PRO L/S SHIRT TDU KHAKI M","5.11","CAMIS","4","908.1"
"72175ABR-162-S","TACLITE PRO L/S SHIRT TDU KHAKI S","5.11","CAMIS","6","835.3"
"72175ABR-162-XL","TACLITE PRO L/S SHIRT TDU KHAKI XL","5.11","CAMIS","2","855.9"
"72175ABR-192-L","TACLITE PRO L/S SHIRT TUNDRA L","5.11","CAMIS","4","856.0"
"72175ABR-192-M","TACLITE PRO L/S SHIRT TUNDRA M","5.11","CAMIS","4","856.0"
"72175ABR-192-S","TACLITE PRO L/S SHIRT TUNDRA S","5.11","CAMIS","6","899.4"
