"Fecha elab","Piezas","Id Referencia","Descripcion producto","Tipo","Precio","Desc","Costo"
"02/01/2025","1","74520-134-30-32","RIDGE PANT KANGAROO 30 32","51LON","1965.52","15","1015.011143"
"02/01/2025","1","71215-098-M","MARKSMAN UTILITY S/S SHRT VOLCANIC M","51ISA","1405.17","15","631.462278"
"02/01/2025","1","72049-019-M","PERFORMANCE L/S POLO BLACK M","51ERA","1241.37","15","682.85854"
"02/01/2025","1","71049-018-M","PERFORMANCE S/S POLO CHARCOAL M","51ERA","1146.55","20","633.8426"
"02/01/2025","1","89381-190-1SZ","TACLITE UNIFORM CAP TDU GREEN 1 SZ","51GRA","413.79","0","287.315363"
"02/01/2025","1","50360ABR-019-1SZ","EXO.E EXTERNAL ELBOW PAD BLACK 1SZ","51IOS","594.83","0","318.829872"
"02/01/2025","1","71049-860-L","PERFORMANCE S/S POLO L.E. GREEN L","51ERA","1146.55","10","594.786304"
"02/01/2025","1","71049-477-L","PERFORMANCE S/S POLO RANGE RED L","51ERA","1146.55","10","555.43444"
"02/01/2025","1","74439A-724-42-32","FAST-TAC CARGO PANT DARK NAVY 42 32","51LON","1370.68","10","822.206468"
"02/01/2025","1","MSBL-08-R7","SlideLock 360 Magnetic Locking Dual Cara","NIIOS","223.28","10","122.609433"
"02/01/2025","1","56724-340-1SZ","STEEL JACKET MONEY CLIP BLK STN WSH 1SZ","51IOS","370.69","10","174.160355"
"02/01/2025","1","72479-019-L","FAST-TAC L/S SHIRT BLACK L","51ISA","1189.65","10","602.050705"
"02/01/2025","1","82063-460-1SZ","CANCER ZODIAC PATCH RED 1SZ","51CHE","155.17","10","91.7674"
"02/01/2025","1","40016-019-L","UTILI-T 3PK S/S T BLACK L","51ERA","1094.83","10","667.166979"
"02/01/2025","1","76054-019-L","WAKE N WITH BACON S/S TEE BLACK L","51ERA","461.2","10","267.8062"
"02/01/2025","1","76071-016-L","ALWAYS READY S/S TEE HEATHER GREY L","51ERA","461.2","10","267.8062"
"02/01/2025","1","56708-019-1SZ","HARDPOINT B150 BLACK 1SZ","51IOS","181.04","10","87.083017"
"02/01/2025","1","1A465050127","CALCETIN BOTA COMBATE TS NEGRO 8-10","CTTIN","112.07","10","61.253074"
"02/01/2025","1","1A465015127","CALCETIN BOTA COMBATE TS AZUL 8-10","CTTIN","112.07","10","61.613988"
"02/01/2025","1","50802-194-1 SZ","NO FKS GIVEN KEYCHAIN GREEN 1SZ","51IOS","150.86","10","77.583"
"02/01/2025","1","92712-999-1SZ","VIVA MÉXICO KEYCHAIN BLACK 1SZ","51IOS","189.66","10","102.026911"
"02/01/2025","1","1A265050127","CALCETIN BOTA COMBATE TS NEGRO  10-12","CTTIN","112.07","10","61.481974"
"02/01/2025","1","76369-186-M","PANCHO VILLA TEE RANGER GREEN M","51ERA","594.83","10","323.443955"
"02/01/2025","1","92488-019-1SZ","5.11 SCOPE PATCH BLACK 1SZ","51CHE","189.66","10","77.8888"
"03/01/2025","1","72175ABR-724-M","TACLITE PRO L/S SHIRT DARK NAVY M","51ISA","1508.62","20","813.375561"
"03/01/2025","1","SB2-03-01","S Biner Stainless Steel Dual Carabiner 2","NIIOS","39.66","0","21.887069"
"03/01/2025","1","89188-676-1SZ","OFFROAD DREAMIN TRUCKER BLUE 1 SZ","51GRA","560.35","0","314.413734"
"03/01/2025","1","1A365015127","CALCETIN BOTA COMBATE TS AZUL 9-11","CTTIN","112.07","0","61.371554"
"03/01/2025","1","59551-019-L","TDU 1 1/2 INCH BELT BLACK L","51RON","448.27","25","239.880687"
"03/01/2025","1","74465-648-34-32","DEFENDER-FLEX SLIM JEAN SW INDIGO 34 32","51LON","1853.44","25","864.974648"
"03/01/2025","1","1A465050127","CALCETIN BOTA COMBATE TS NEGRO 8-10","CTTIN","112.07","25","61.253074"
"03/01/2025","1","72399ABR-190-M","STRYKE SHIRT TDU GREEN M","51ISA","1853.45","0","926.679204"
"03/01/2025","1","46009N","LST,FLDR,DP,PE,BLK,E6/24,KNF036,LST,DP,","GEAJA","844.82","0","470.364383"
"03/01/2025","1","74520A-134-34-32","RIDGE PANT KANGAROO 34 32","51LON","1965.51","0","1023.98964"
"03/01/2025","1","72399ABR-092-L","STRYKE SHIRT STORM L","51ISA","1853.45","0","993.556198"
"03/01/2025","1","71373-018-L","FAST-TAC S/S SHIRT CHARCOAL L","51ISA","1189.65","0","565.489642"
"03/01/2025","1","89134-545-L/XL","VENT-TAC HAT TURBULENCE L/XL","51GRA","672.41","15","373.752002"
"03/01/2025","1","51151-988-1SZ","ESC RESCUE KNIFE TUMBLD STEEL 1 SZ","51TAS","922.41","15","422.1246"
"03/01/2025","1","12395A-106-8.5-R","ATAC 2.0 6 SZ DESERT DARK COYOTE 8.5 R","51ADO","2655.17","15","1640.983707"
"03/01/2025","1","92022-055-1SZ","ALWAYS BE THANKFUL PATCH KHAKI 1SZ","51CHE","189.66","10","85.588977"
"03/01/2025","1","42111AAD-016-M","MOUNTAIN WOLF L/S TEE HEATHER GREY M","51ERA","775.86","10","357.1172"
"03/01/2025","1","74434-098-34-32","APEX PANT VOLCANIC 34 32","51LON","1939.65","10","925.015911"
"03/01/2025","1","72175ABR-010-S","TACLITE PRO L/S SHIRT WHITE S","51ISA","1508.62","10","854.124056"
"03/01/2025","1","48016-724-S","RESPONSE JACKET DARK NAVY S","51MRA","1913.79","10","939.983588"
"03/01/2025","1","56655-019-1SZ","FLEX DISPOSABLE GLV POUCH BLACK 1 SZ","51IOS","568.97","10","348.6354"
"03/01/2025","1","58722ABR-019-1SZ","H20 CARRIER BLACK 1SZ","51IOS","793.1","10","456.671828"
"03/01/2025","1","48026ABR-724-L","BIG HORN JACKET DARK NAVY L","51MRA","2146.55","10","1130.191097"
"03/01/2025","1","80036-1012-L","ADVENTURE PRIMALOFT VEST PECAN L","51ECO","2146.55","10","972.392976"
"04/01/2025","1","48373ABR-186-L","CHAMELEON SOFTSHELL 2.0 RANGER GREEN L","51MRA","3353.45","20","1691.490135"
"04/01/2025","1","48026ABR-724-2XL","BIG HORN JACKET DARK NAVY 2XL","51MRA","2146.55","20","1187.41995"
"04/01/2025","3","48026ABR-724-XL","BIG HORN JACKET DARK NAVY XL","51MRA","2146.55","20","1145.51587"
"04/01/2025","6","48026ABR-724-L","BIG HORN JACKET DARK NAVY L","51MRA","2146.55","20","1130.191097"
"04/01/2025","6","48026ABR-724-M","BIG HORN JACKET DARK NAVY M","51MRA","2146.55","20","1125.6754"
"04/01/2025","7","48026ABR-724-S","BIG HORN JACKET DARK NAVY S","51MRA","2146.55","20","1193.296618"
"04/01/2025","1","48026ABR-724-M","BIG HORN JACKET DARK NAVY M","51MRA","2146.55","20","1125.6754"
"04/01/2025","1","74512-019-32-32","ABR PRO PANT BLACK 32 32","51LON","1543.1","10","818.272318"
"04/01/2025","1","40016-019-L","UTILI-T 3PK S/S T BLACK L","51ERA","1094.83","10","667.166979"
"04/01/2025","3","1A465050127","CALCETIN BOTA COMBATE TS NEGRO 8-10","CTTIN","112.07","10","61.253074"
"04/01/2025","1","40016-019-M","UTILI-T 3PK S/S T BLACK M","51ERA","1094.83","10","622.928052"
"06/01/2025","1","74434A-055-32-30","APEX PANT KHAKI 32 30","51LON","1939.66","0","912.388686"
"06/01/2025","1","76069-019-L","CAMP FIELD AXE S/S TEE BLACK L","51ERA","461.2","0","267.8062"
"06/01/2025","1","82133-1081-L","NO MERCY PT-R S/S TOP  L","51ERA","836.21","0","455.90827"
"06/01/2025","1","RGUNVRSL-ST-BLK","Universal KYDEX Holster","RNTER","917.24","10","495.391578"
"06/01/2025","1","GLK-192332-BK-RH","IWB Holster fits: Glock 19 19X 23 32 45","RNTER","923","10","37.015133"
"06/01/2025","1","74434-116-36-32","APEX PANT BATTLE BROWN 36 32","51LON","1939.65","10","925.015911"
"06/01/2025","1","74520A-134-36-32","RIDGE PANT KANGAROO 36 32","51LON","1965.51","10","1023.98964"
"06/01/2025","1","74369-055-36-32","STRYKE PANT W/FLEX-TAC TM KHAKI 36 32","51LON","1939.65","10","1026.898544"
"06/01/2025","1","72488-162-L","FAST-TAC TDU RAPID L/S TDU KHAKI L","51ISA","1439.65","10","744.722745"
"06/01/2025","1","71175-010-L","TACLITE PRO S/S SHIRT WHITE L","51ISA","1370.69","10","696.934677"
"06/01/2025","1","51173-134-1SZ","CFK 7 PEACEMAKER KANGAROO 1 SZ","51TAS","2801.72","10","1322.024374"
"06/01/2025","1","51164-019-1SZ","KUBATON TACTICAL PEN BLACK 1 SZ","51IOS","681.03","10","330.150001"
"06/01/2025","2","51145-999-1SZ","FERRO KNIFE MULTI 1 SZ","51TAS","672.41","10","318.976712"
"06/01/2025","1","51151-988-1SZ","ESC RESCUE KNIFE TUMBLD STEEL 1 SZ","51TAS","922.41","10","422.1246"
"06/01/2025","1","51149-988-1SZ","ESC RESCUE TOOL TUMBLD STEEL 1 SZ","51TAS","525.86","10","303.368085"
"06/01/2025","1","31-003941","ULTIMATE,FB,SE,GRN,E3/12,KNF1175,ULTIMA","GEAJA","1577.58","10","879.977292"
"06/01/2025","1","31-002076N","BOLO MACHETE,FB,PE,BLK/BLK,E3/12,EQU673","GEAJA","1508.62","10","835.967033"
"06/01/2025","1","51152-134-1SZ","CFK 4 KANGAROO 1 SZ","51TAS","1620.68","10","769.534399"
"06/01/2025","1","59538-019-XL","ALTA BELT BLACK XL","51RON","948.27","10","525.048567"
"06/01/2025","1","56963ABR-186-1SZ","MOAB 6 RANGER GREEN 1SZ","51ILA","1931.03","10","1011.860172"
"06/01/2025","1","12422-106-8-R","5.11 A/T 8 DARK COYOTE 8 R","51ADO","3862.06","10","1926.866365"
"06/01/2025","1","12440-106-7-R","5.11 A/T 6 DARK COYOTE 7 R","51ADO","3750","10","1903.007696"
"06/01/2025","1","71175-162-L","TACLITE PRO S/S SHIRT TDU KHAKI L","51ISA","1370.69","10","679.434378"
"06/01/2025","1","74521-724-30-30","ICON PANT DARK NAVY 30 30","51LON","1939.66","10","1008.704926"
"06/01/2025","1","72399ABR-724-S","STRYKE SHIRT DARK NAVY S","51ISA","1853.45","10","896.755595"
"07/01/2025","1","K-AT30104","PORTA PROVEEDOR V2 DOBLE NEGRO","MIIOS","754.31","40","203.5"
"07/01/2025","1","40184-019-M","TROPOS BASELAYER TIGHT BLACK M","51ERA","1094.82","0","528.998461"
"07/01/2025","1","56565-026-1SZ","RUSH72 2.0 BACKPACK DOUBLE TAP 1SZ","51ILA","4181.03","0","2038.277239"
"07/01/2025","1","K-AT62320","P.PISTOLA JERICHO941PL DER N-2 T.PALETA","MIIOS","650.86","40","356.4"
"07/01/2025","3","1A465015127","CALCETIN BOTA COMBATE TS AZUL 8-10","CTTIN","112.07","10","61.613988"
"07/01/2025","3","1A465050127","CALCETIN BOTA COMBATE TS NEGRO 8-10","CTTIN","112.07","10","61.253074"
"07/01/2025","2","1A465109127","CALCETIN BOTA COMBATE TS BEIGE 8-10","CTTIN","112.07","10","61.613503"
"07/01/2025","1","89186-1075-1SZ","LEGACY BOX TRUCKER  1SZ","51GRA","586.21","10","367.350898"
"07/01/2025","1","76056-225-L","ZERO QUIT RUCK S/S TEE MILITARY GRN L","51ERA","461.2","10","267.8062"
"07/01/2025","1","76069-019-L","CAMP FIELD AXE S/S TEE BLACK L","51ERA","461.2","10","267.8062"
"07/01/2025","1","74439-019-34-32","FAST-TAC CARGO PANT BLACK 34 32","51LON","1370.68","10","742.422974"
"07/01/2025","1","72479-019-M","FAST-TAC L/S SHIRT BLACK M","51ISA","1189.65","10","733.360004"
"07/01/2025","1","92360-194-1SZ","HUNTERS TALL BOY PATCH","51CHE","181.03","10","90.431748"
"07/01/2025","3","1A365050127","CALCETIN BOTA COMBATE TS NEGRO  9-11","CTTIN","112.07","0","61.287865"
"07/01/2025","2","1A365015127","CALCETIN BOTA COMBATE TS AZUL 9-11","CTTIN","112.07","0","61.371554"
"07/01/2025","6","1A465015127","CALCETIN BOTA COMBATE TS AZUL 8-10","CTTIN","112.07","0","61.613988"
"07/01/2025","6","1A465050127","CALCETIN BOTA COMBATE TS NEGRO 8-10","CTTIN","112.07","0","61.253074"
"07/01/2025","4","1A465109127","CALCETIN BOTA COMBATE TS BEIGE 8-10","CTTIN","112.07","0","61.613503"
"07/01/2025","3","1A465050127","CALCETIN BOTA COMBATE TS NEGRO 8-10","CTTIN","112.07","0","61.253074"
"07/01/2025","4","1A465015127","CALCETIN BOTA COMBATE TS AZUL 8-10","CTTIN","112.07","0","61.613988"
"07/01/2025","1","1A365050127","CALCETIN BOTA COMBATE TS NEGRO  9-11","CTTIN","112.07","0","61.287865"
"07/01/2025","1","56669-019-1SZ","FLEX DBL PISTOL 2.0 POUCH BLACK 1 SZ","51IOS","758.62","0","383.567403"
"08/01/2025","1","80034ABR-019-XL","FAST TAC VEST BLACK XL","51ECO","2060.34","0","1124.514719"
"08/01/2025","1","74512-019-34-32","ABR PRO PANT BLACK 34 32","51LON","1543.1","0","807.789495"
"08/01/2025","1","71049-018-XL","PERFORMANCE S/S POLO CHARCOAL XL","51ERA","1146.55","0","655.799808"
"08/01/2025","1","72049-019-XL","PERFORMANCE L/S POLO BLACK XL","51ERA","1241.37","0","656.404319"
"08/01/2025","1","74512A-055-34-32","ABR PRO PANT KHAKI 34 32","51LON","1543.1","0","810.658509"
"08/01/2025","1","59409-019-XL","TRAINER 1 1/2 INCH BELT BLACK XL","51RON","1068.96","0","638.286555"
"08/01/2025","1","59409-120-XL","TRAINER 1 1/2 INCH BELT COYOTE XL","51RON","1069","0","506.950448"
"08/01/2025","1","51157-019-1SZ","ICARUS DP MINI BLACK 1 SZ","51TAS","672.41","0","387.540424"
"08/01/2025","1","56792ABR-019-1SZ","LVC8 SLING PACK BLACK 1SZ","51ILA","2146.55","0","958.864008"
"08/01/2025","1","56429-019-1SZ","FLEX ADMIN POUCH BLACK 1 SZ","51IOS","853.44","0","500.9349"
"08/01/2025","1","89186-721-1SZ","LEGACY BOX TRUCKER PACIFIC NAVY 1SZ","51GRA","586.21","0","349.378615"
"08/01/2025","1","48373ABR-019-L","CHAMELEON SOFTSHELL 2.0 BLACK L","51MRA","3353.45","0","1817.000655"
"08/01/2025","1","48373ABR-019-XL","CHAMELEON SOFTSHELL 2.0 BLACK XL","51MRA","3353.45","0","1853.728539"
"08/01/2025","1","40183-019-M","TROPOS BASELAYER L/S TOP BLACK M","51ERA","1094.82","0","509.060565"
"08/01/2025","1","40183-019-S","TROPOS BASELAYER L/S TOP BLACK S","51ERA","1094.82","0","509.060565"
"08/01/2025","1","89422-019-L/XL","5.11 BOONIE HAT BLACK L/XL","51GRA","732.76","0","473.60663"
"08/01/2025","1","89260ABR-019-1SZ","UNIFORM HAT - ADJUSTABLE BLACK 1SZ","51GRA","232.76","10","139.202347"
"08/01/2025","2","92099-108-1SZ","CELTIC DOG PATCH BROWN 1SZ","51CHE","215.51","10","204.5013"
"08/01/2025","2","56789AB-831-L/XL","MISSION READY DOG HARNESS SAGE GREEN L/X","51IOS","1025.86","10","565.519057"
"08/01/2025","2","56809-831-L","MISSION READY DOG COLLAR SAGE GREEN L","51IOS","448.28","10","248.301382"
"08/01/2025","2","56655-186-1SZ","FLEX DISPOSABLE GLV POUCH RNGR GRN 1 SZ","51IOS","568.97","10","304.233413"
"08/01/2025","1","1A365050127","CALCETIN BOTA COMBATE TS NEGRO  9-11","CTTIN","112.07","0","61.287865"
"08/01/2025","1","1A365050127","CALCETIN BOTA COMBATE TS NEGRO  9-11","CTTIN","112.07","0","61.287865"
"08/01/2025","1","1A328050163","CALCETIN DEPORTE TALONERA BS NEGRO  9-11","CTTIN","99.14","0","53.837795"
"08/01/2025","1","1A465109127","CALCETIN BOTA COMBATE TS BEIGE 8-10","CTTIN","112.07","0","61.613503"
"08/01/2025","1","1A465015127","CALCETIN BOTA COMBATE TS AZUL 8-10","CTTIN","112.07","0","61.613988"
"08/01/2025","1","1A465015127","CALCETIN BOTA COMBATE TS AZUL 8-10","CTTIN","112.07","0","61.613988"
"08/01/2025","1","1A365050127","CALCETIN BOTA COMBATE TS NEGRO  9-11","CTTIN","112.07","0","61.287865"
"08/01/2025","1","1A328023163","CALCETIN DEPORTE TALONERA BS GRIS  9-11","CTTIN","99.14","0","53.837795"
"08/01/2025","1","1A328023163","CALCETIN DEPORTE TALONERA BS GRIS  9-11","CTTIN","99.14","0","53.837795"
"08/01/2025","1","1A265015127","CALCETIN BOTA COMBATE TS AZUL 10-12","CTTIN","112.07","0","58.869135"
"08/01/2025","3","1A465050127","CALCETIN BOTA COMBATE TS NEGRO 8-10","CTTIN","112.07","0","61.253074"
"09/01/2025","1","1A365109127","CALCETIN BOTA DE COMBATE BEIGE 9-11","CTTIN","112.07","15","61.036805"
"09/01/2025","1","1A365015127","CALCETIN BOTA COMBATE TS AZUL 9-11","CTTIN","112.07","15","61.371554"
"09/01/2025","1","74520A-134-34-32","RIDGE PANT KANGAROO 34 32","51LON","1965.51","15","1023.98964"
"09/01/2025","1","74520-724-34-32","RIDGE PANT DARK NAVY 34 32","51LON","1965.52","15","1025.470999"
"09/01/2025","1","59551-019-2XL","TDU 1 1/2 INCH BELT BLACK 2XL","51RON","525.86","0","274.854715"
"09/01/2025","1","72417-019-L","FREEDOM FLEX WOVEN LS BLACK L","51ISA","1551.72","0","927.278951"
"09/01/2025","1","72417-092-L","FREEDOM FLEX WOVEN LS STORM L","51ISA","1637.93","0","762.650825"
"09/01/2025","1","74465-649-40-32","DEFENDER-FLEX SLIM JEAN DW INDIGO 40 32","51LON","1853.44","0","865.033362"
"09/01/2025","1","74434A-092-40-32","APEX PANT STORM 40 32","51LON","1939.65","0","1023.989996"
"09/01/2025","1","72479ABR-018-M","FAST-TAC L/S SHIRT CHARCOAL M","51ISA","1189.66","0","553.884118"
"09/01/2025","1","72479-019-M","FAST-TAC L/S SHIRT BLACK M","51ISA","1189.65","0","733.360004"
"09/01/2025","1","56809-831-M","MISSION READY DOG COLLAR SAGE GREEN M","51IOS","448.28","10","248.301382"
"09/01/2025","1","56809-831-M","MISSION READY DOG COLLAR SAGE GREEN M","51IOS","448.28","10","248.301382"
"09/01/2025","1","58604ABR-018-1SZ","SELECT CARRY PISTOL POUCH CHARCOAL 1SZ","51ILA","1034.48","10","496.814369"
"09/01/2025","1","72175-019-S","TACLITE PRO L/S SHIRT BLACK S","51ISA","1508.62","10","768.333391"
"09/01/2025","1","72175ABR-092-S","TACLITE PRO L/S SHIRT STORM S","51ISA","1508.62","10","769.980464"
"09/01/2025","1","74520A-019-32-32","RIDGE PANT BLACK 32 32","51LON","1965.51","10","1030.574341"
"09/01/2025","1","74520A-134-32-32","RIDGE PANT KANGAROO 32 32","51LON","1965.51","10","1023.98964"
"09/01/2025","2","1A328050163","CALCETIN DEPORTE TALONERA BS NEGRO  9-11","CTTIN","99.14","0","53.837795"
"09/01/2025","1","74439-116-32-30","FAST-TAC CARGO PANT BATTLE BROWN 32 30","51LON","1370.68","0","679.384002"
"10/01/2025","1","74554M-169-30-30","V.XI XTU MC PANT MULTICAM 30 30","51ICO","6336.21","50","2962.179889"
"10/01/2025","1","72194-019-L","RAPID ASSAULT SHIRT BLACK L","51ISA","1629.31","25","849.83685"
"10/01/2025","1","51151-988-1SZ","ESC RESCUE KNIFE TUMBLD STEEL 1 SZ","51TAS","922.41","25","422.1246"
"10/01/2025","1","89260ABR-019-1SZ","UNIFORM HAT - ADJUSTABLE BLACK 1SZ","51GRA","232.76","0","139.202347"
"10/01/2025","1","56489-134-1SZ","FLEX MED POUCH KANGAROO 1 SZ","51IOS","991.37","10","567.53946"
"10/01/2025","2","1A365050127","CALCETIN BOTA COMBATE TS NEGRO  9-11","CTTIN","112.07","10","61.287865"
"11/01/2025","1","76329-019-XL","WOODLAND CAMO FILL HOODIE BLACK XL","51DRA","1163.79","30","470.07216"
"11/01/2025","1","59372-134-L","COMPETITION SHOOTING GLV KANGAROO L","51IOS","793.1","20","456.635904"
"11/01/2025","2","88613","POLYTAC X USB, BLK BO","STRNA","1296.55","0","698.22352"
"11/01/2025","1","71175ABR-018-S","TACLITE PRO S/S SHIRT CHARCOAL S","51ISA","1370.69","0","720.582687"
"11/01/2025","1","71049-010-S","PERFORMANCE S/S POLO WHITE S","51ERA","1146.55","0","616.284257"
"11/01/2025","1","56764-019-1SZ","28 SINGLE RIFLE CASE BLACK 1SZ","51ILA","1784.48","0","929.817383"
"11/01/2025","1","56648-019-1SZ","OVERWATCH MESSENGER BLACK 1 SZ","51ILA","2577.59","40","1453.641905"
"13/01/2025","1","76133-019-M","PRTCTRS DEEP SPACE SS TEE BLACK M","51ERA","461.2","40","255.556677"
"13/01/2025","1","76340MX-019-S","MEXICO 5.11 FILL SS TEE BLACK S","51ERA","560.35","40","291.526406"
"13/01/2025","1","69221-019-L","WM NEON LEGACY S/S TEE BLACK L","51ERA","461.2","40","267.8062"
"13/01/2025","1","89260ABR-724-1SZ","UNIFORM HAT - ADJUSTABLE DARK NAVY 1SZ","51GRA","232.76","0","140.004261"
"13/01/2025","1","89260ABR-019-1SZ","UNIFORM HAT - ADJUSTABLE BLACK 1SZ","51GRA","232.76","0","139.202347"
"13/01/2025","1","76314-016-L","5.11 SCOPE HOODIE HEATHER GREY L","51DRA","1198.28","30","446.004183"
"13/01/2025","1","74512-019-34-32","ABR PRO PANT BLACK 34 32","51LON","1543.1","10","807.789495"
"13/01/2025","1","74512-186-32-32","ABR PRO PANT RANGER GREEN 32 32","51LON","1543.1","10","745.974767"
"13/01/2025","1","74439-018-32-30","FAST-TAC CARGO PANT CHARCOAL 32 30","51LON","1370.68","10","781.40538"
"13/01/2025","1","72521-1074-M","MARKSMAN L/S SHIRT BLUE MUSSEL M","51ISA","1456.9","10","609.351265"
"13/01/2025","1","MG-55-009","ORIGINAL NEGRO M","MXIOS","662.07","10","353.000309"
"13/01/2025","1","MG-78-009","ORIGINAL MULTICAM M","MXIOS","662.07","10","358.971701"
"13/01/2025","1","80034ABR-162-M","FAST TAC VEST TDU KHAKI M","51ECO","2060.34","0","1104.42107"
"14/01/2025","1","74369-190-36-32","STRYKE PANT W/FLEX-TAC TM TDU GRN 36 32","51LON","1939.65","15","925.015911"
"14/01/2025","1","76127-019-M","PURPOSE CREST SS TEE BLACK M","51ERA","461.2","40","255.556677"
"14/01/2025","1","74369-190-32-30","STRYKE PANT W/FLEX-TAC TM TDU GRN 32 30","51LON","1939.65","15","945.49161"
"14/01/2025","1","48373ABR-019-M","CHAMELEON SOFTSHELL 2.0 BLACK M","51MRA","3353.45","0","1804.873404"
"14/01/2025","1","89063ABR-251-1SZ","FLAG BEARER CAP MC BLK MULTICAM 1SZ","51GRA","586.21","0","367.350898"
"14/01/2025","1","56429-134-1SZ","FLEX ADMIN POUCH KANGAROO 1 SZ","51IOS","853.44","25","417.804244"
"14/01/2025","1","92710-999-1SZ","MX AGUILA LEGACY PATCH BLACK 1SZ","51CHE","189.66","25","102.026911"
"14/01/2025","1","1A265109127","CALCETIN BOTA DE COMBATE BEIGE 10-12","CTTIN","112.07","0","61.387214"
"14/01/2025","1","1A265015127","CALCETIN BOTA COMBATE TS AZUL 10-12","CTTIN","112.07","0","58.869135"
"15/01/2025","1","74369-190-32-32","STRYKE PANT W/FLEX-TAC TM TDU GRN 32 32","51LON","1939.65","15","967.129155"
"15/01/2025","1","12439-019-8-R","5.11 A/T 6 SZ  BLACK 8 R","51ADO","3698.27","0","1794.035627"
"15/01/2025","1","56597-019-1SZ","HARDPOINT MK1 BLACK 1 SZ","51IOS","120.68","0","60.484188"
"15/01/2025","1","56670-694-1SZ","EDT RESCUE ALERT BLUE 1 SZ","51TAS","310.34","0","150.187222"
"15/01/2025","1","56670-694-1SZ","EDT RESCUE ALERT BLUE 1 SZ","51TAS","310.34","0","150.187222"
"15/01/2025","1","82064-999-1SZ","80S SHALL WE PLAY PATCH MULTI 1SZ","51CHE","155.17","0","91.7674"
"15/01/2025","1","89134-019-L/XL","VENT-TAC HAT BLACK L/XL","51GRA","672.41","35","373.741829"
"15/01/2025","1","92488-019-1SZ","5.11 SCOPE PATCH BLACK 1SZ","51CHE","189.66","0","77.8888"
"15/01/2025","1","74369-190-34-30","STRYKE PANT W/FLEX-TAC TM TDU GRN 34 30","51LON","1939.65","15","1068.3458"
"15/01/2025","1","74434A-055-32-32","APEX PANT KHAKI 32 32","51LON","1939.66","0","1027.206947"
"15/01/2025","1","74483-169-36-32","STRYKE TDU PANT MCM MULTICAM 36 32","51LON","3818.97","20","2029.785283"
"15/01/2025","1","74465-150-34-32","DEFENDER-FLEX SLIM JEAN SW CHARC 34 32","51LON","1853.44","15","864.974648"
"15/01/2025","1","72399ABR-192-L","STRYKE SHIRT TUNDRA L","51ISA","1853.45","15","862.539474"
"15/01/2025","1","71373-018-S","FAST-TAC S/S SHIRT CHARCOAL S","51ISA","1189.65","15","561.730149"
"15/01/2025","1","74465-150-30-32","DEFENDER-FLEX SLIM JEAN SW CHARC 30 32","51LON","1853.44","15","864.945291"
"15/01/2025","1","74465-150-36-32","DEFENDER-FLEX SLIM JEAN SW CHARC 36 32","51LON","1853.44","15","864.989327"
"15/01/2025","1","71373-724-L","FAST-TAC S/S SHIRT DARK NAVY L","51ISA","1189.65","15","661.920868"
"15/01/2025","1","74465-649-38-32","DEFENDER-FLEX SLIM JEAN DW INDIGO 38 32","51LON","1853.44","15","864.945291"
"15/01/2025","1","72175ABR-092-L","TACLITE PRO L/S SHIRT STORM L","51ISA","1508.62","15","855.980978"
"15/01/2025","1","74465-150-36-32","DEFENDER-FLEX SLIM JEAN SW CHARC 36 32","51LON","1853.44","15","864.989327"
"15/01/2025","1","72399ABR-192-L","STRYKE SHIRT TUNDRA L","51ISA","1853.45","15","862.539474"
"15/01/2025","1","92022-055-1SZ","ALWAYS BE THANKFUL PATCH KHAKI 1SZ","51CHE","189.66","0","85.588977"
"15/01/2025","1","74369-190-36-32","STRYKE PANT W/FLEX-TAC TM TDU GRN 36 32","51LON","1939.65","15","925.015911"
"15/01/2025","1","74369-190-34-30","STRYKE PANT W/FLEX-TAC TM TDU GRN 34 30","51LON","1939.65","15","1068.3458"
"15/01/2025","1","69226AFB-1017-XS","WM CAMO CREST SS TEE MARSHMALLOW XS","51ERA","668.1","25","367.141464"
"15/01/2025","1","69226AFB-019-XS","WM CAMO CREST SS TEE BLACK XS","51ERA","668.1","25","367.141464"
"15/01/2025","1","89134-019-S/M","VENT-TAC HAT BLACK S/M","51GRA","672.41","35","332.663136"
"15/01/2025","1","69217-019-S","WM CLUB RUCK S/S TEE BLACK S","51ERA","461.2","40","267.8062"
"15/01/2025","1","76314-186-XL","5.11 SCOPE HOODIE RANGER GREEN XL","51DRA","1198.28","30","446.004183"
"15/01/2025","1","89061-092-M/L","OPERATOR 2.0 FLEX CAP STORM M/L","51GRA","672.41","35","353.132972"
"15/01/2025","1","76369-186-XL","PANCHO VILLA TEE RANGER GREEN XL","51ERA","594.83","0","323.428248"
"15/01/2025","1","74512A-134-36-32","ABR PRO PANT KANGAROO 36 32","51LON","1543.1","0","818.213353"
"15/01/2025","1","71049-160-XL","PERFORMANCE S/S POLO SILVER TAN XL","51ERA","1146.55","0","619.919047"
"15/01/2025","1","74520-724-32-32","RIDGE PANT DARK NAVY 32 32","51LON","1965.52","10","1097.470053"
"15/01/2025","1","72049-724-M","PERFORMANCE L/S POLO DARK NAVY M","51ERA","1241.37","10","663.986531"
"15/01/2025","1","89381ABR-019-1SZ","TACLITE UNIFORM CAP BLACK 1SZ","51GRA","413.79","10","257.692903"
"15/01/2025","1","71049-019-M","PERFORMANCE S/S POLO BLACK M","51ERA","1146.55","10","621.343983"
