Id Referencia,Descripcion producto,CANTIDAD,COSTO UNITARIO PROVEEDOR USD,COSTO UNITARIO PROVEEDRO MXN,GASTOS DE IMPORTACION TOTALES MXN,GASTOS ARANCELARIOS MXN,GASTOS LOGISTICOS MXN,COSTO TOTAL EN MEX,COSTO UNITARIO EN MEX,MARCA,CATEGORIA,% ARANCEL,% LOGISTICO,Date,Actual Delivery Date
64386-055-10-R,WM STRYKE PANT KHAKI 10 R,2,44.0,924.00,968.12,718.68,249.44,2816.12,1408.06,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
64386-055-14-R,WM STRYKE PANT KHAKI 14 R,1,44.0,924.00,484.06,359.34,124.72,1408.06,1408.06,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
72175-162-S,TACLITE PRO L/S SHIRT TDU KHAKI S,3,33.6,705.60,1108.94,823.22,285.72,3225.74,1075.25,5.11,CAMISAS,0.25,0.14,11/27/2024,12/21/2024
72175-162-M,TACLITE PRO L/S SHIRT TDU KHAKI M,10,33.6,705.60,3696.45,2744.05,952.40,10752.45,1075.25,5.11,CAMISAS,0.25,0.14,11/27/2024,12/21/2024
72175-162-L,TACLITE PRO L/S SHIRT TDU KHAKI L,15,33.6,705.60,5544.68,4116.08,1428.60,16128.68,1075.25,5.11,CAMISAS,0.25,0.14,11/27/2024,12/21/2024
72175-162-XL,TACLITE PRO L/S SHIRT TDU KHAKI XL,5,33.6,705.60,1848.23,1372.03,476.20,5376.23,1075.25,5.11,CAMISAS,0.25,0.14,11/27/2024,12/21/2024
64386-055-4-R,WM STRYKE PANT KHAKI 4 R,1,44.0,924.00,484.06,359.34,124.72,1408.06,1408.06,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
64386-055-6-R,WM STRYKE PANT KHAKI 6 R,2,44.0,924.00,968.12,718.68,249.44,2816.12,1408.06,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
64386-055-12-R,WM STRYKE PANT KHAKI 12 R,1,44.0,924.00,484.06,359.34,124.72,1408.06,1408.06,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
64386-055-16-R,WM STRYKE PANT KHAKI 16 R,1,44.0,924.00,484.06,359.34,124.72,1408.06,1408.06,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
62070-162-S,WM L/S TACLITE SHIRT TDU KHAKI S,1,33.6,705.60,369.65,274.41,95.24,1075.25,1075.25,5.11,CAMISAS,0.25,0.14,11/27/2024,12/21/2024
62070-162-M,WM L/S TACLITE SHIRT TDU KHAKI M,1,33.6,705.60,369.65,274.41,95.24,1075.25,1075.25,5.11,CAMISAS,0.25,0.14,11/27/2024,12/21/2024
62070-162-L,WM L/S TACLITE SHIRT TDU KHAKI L,3,33.6,705.60,1108.94,823.22,285.72,3225.74,1075.25,5.11,CAMISAS,0.25,0.14,11/27/2024,12/21/2024
89381-190-1SZ,TACLITE UNIFORM CAP TDU GREEN 1 SZ,37,9.4,197.40,3826.27,2840.42,985.85,11130.07,300.81,5.11,GORRAS,0.25,0.14,11/27/2024,12/21/2024
74273-162-30-32,TACLITE PRO PANT TDU KHAKI 30 32,3,30.4,638.40,1003.32,744.81,258.51,2918.52,972.84,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
74273-162-34-32,TACLITE PRO PANT TDU KHAKI 34 32,6,30.4,638.40,2006.65,1489.63,517.02,5837.05,972.84,5.11,PANTALONES,0.35,0.14,11/27/2024,12/21/2024
74273-162-36-32,TACLITE PRO PANT TDU KHAKI 36 32,2,30.4,638.40,668.88,496.54,172.34,1945.68,972.84,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
72175-162-M,TACLITE PRO L/S SHIRT TDU KHAKI M,6,33.6,705.60,2217.87,1646.43,571.44,6451.47,1075.25,5.11,CAMISAS,0.25,0.14,11/27/2024,12/21/2024
72175-162-M,TACLITE PRO L/S SHIRT TDU KHAKI M,5,33.6,705.60,1848.23,1372.03,476.20,5376.23,1075.25,5.11,CAMISAS,0.25,0.14,11/27/2024,12/21/2024
64386-190-6-R,WM STRYKE PANT TDU GREEN 6 R,2,44.0,924.00,968.12,718.68,249.44,2816.12,1408.06,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
64386-190-8-R,WM STRYKE PANT TDU GREEN 8 R,1,44.0,924.00,484.06,359.34,124.72,1408.06,1408.06,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
64386-190-16-R,WM STRYKE PANT TDU GREEN 16 R,1,44.0,924.00,484.06,359.34,124.72,1408.06,1408.06,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
74273-162-30-32,TACLITE PRO PANT TDU KHAKI 30 32,2,30.4,638.40,668.88,496.54,172.34,1945.68,972.84,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
74273-162-32-32,TACLITE PRO PANT TDU KHAKI 32 32,14,30.4,638.40,4682.17,3475.80,1206.37,13619.77,972.84,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
74273-162-34-32,TACLITE PRO PANT TDU KHAKI 34 32,12,30.4,638.40,4013.29,2979.26,1034.03,11674.09,972.84,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
74273-162-36-32,TACLITE PRO PANT TDU KHAKI 36 32,1,30.4,638.40,334.44,248.27,86.17,972.84,972.84,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
74273-162-40-32,TACLITE PRO PANT TDU KHAKI 40 32,4,30.4,638.40,1337.76,993.09,344.68,3891.36,972.84,5.11,PANTALONES,0.25,0.14,11/27/2024,12/21/2024
62070-162-S,WM L/S TACLITE SHIRT TDU KHAKI S,2,33.6,705.60,739.29,548.81,190.48,2150.49,1075.25,5.11,CAMISAS,0.25,0.14,11/27/2024,12/21/2024
62070-162-M,WM L/S TACLITE SHIRT TDU KHAKI M,1,33.6,705.60,369.65,274.41,95.24,1075.25,1075.25,5.11,CAMISAS,0.25,0.14,11/27/2024,12/21/2024
62070-162-L,WM L/S TACLITE SHIRT TDU KHAKI L,1,33.6,705.60,369.65,274.41,95.24,1075.25,1075.25,5.11,CAMISAS,0.25,0.14,11/27/2024,12/21/2024
89381-019-1SZ,TACLITE UNIFORM CAP BLACK 1 SZ,10,9.4,197.40,1034.13,767.68,266.44,3008.13,300.81,5.11,GORRAS,0.25,0.14,11/27/2024,12/21/2024
F319020952,RESCUE 8,7,28.8,604.80,571.44,0.00,571.44,4805.04,686.43,CMC,RESCATE,0.25,0.14,11/27/2024,12/21/2024
12391ABR-019-10-R,ATAC 2.0 8,361,60.8,1231.92,224507.63,160998.04,63509.59,669230.29,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-11-R,ATAC 2.0 8,77,60.8,1231.92,47886.67,34340.30,13546.37,142744.41,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-12-R,ATAC 2.0 8,39,60.8,1231.92,24254.29,17393.14,6861.15,72299.12,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-13-R,ATAC 2.0 8,11,60.8,1231.92,6840.95,4905.76,1935.20,20392.06,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-4-R,ATAC 2.0 8,83,60.8,1231.92,51618.10,37016.17,14601.93,153867.35,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-5-R,ATAC 2.0 8,176,60.8,1231.92,109455.24,78492.12,30963.12,326272.94,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-6-R,ATAC 2.0 8,247,60.8,1231.92,153610.48,110156.55,43453.93,457894.41,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-7-R,ATAC 2.0 8,255,60.8,1231.92,158585.72,113724.38,44861.34,472725.00,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-8-R,ATAC 2.0 8,397,60.8,1231.92,246896.20,177053.25,69842.95,735967.94,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-8-W,ATAC 2.0 8,62,60.8,1231.92,38558.10,27650.63,10907.46,114937.06,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-9-R,ATAC 2.0 8,284,60.8,1231.92,176620.96,126657.74,49963.22,526485.88,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-9-W,ATAC 2.0 8,283,60.8,1231.92,175999.05,126211.76,49787.29,524632.06,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-11-R,ATAC 2.0 8,114,60.8,1231.92,70897.15,50841.49,20055.66,211335.88,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-12-R,ATAC 2.0 8,1,60.8,1231.92,621.90,445.98,175.93,1853.82,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-14-R,ATAC 2.0 8,8,60.8,1231.92,4975.24,3567.82,1407.41,14830.59,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-7-R,ATAC 2.0 8,247,60.8,1231.92,153610.48,110156.55,43453.93,457894.41,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
12391ABR-019-8-R,ATAC 2.0 8,122,60.8,1231.92,75872.38,54409.31,21463.07,226166.47,1853.82,5.11,CALZADO,0.35,0.14,11/27/2024,12/18/2024
48026ABR-724-S,BIG HORN JACKET,44,47.4,959.78,13738.51,10770.71,2967.79,55968.78,1272.02,5.11,CHAMARRAS,0.25,0.07,11/27/2024,12/21/2024
72465-724-2XL,FAST-TAC TDU SHIRT,121,25.5,517.25,20361.00,15962.62,4398.38,82947.90,685.52,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
72465-724-3XL,FAST-TAC TDU SHIRT,1,29.6,600.17,195.25,153.07,42.18,795.41,795.41,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
72465-724-L,FAST-TAC TDU SHIRT,1234,25.6,517.25,207648.86,162792.56,44856.30,845932.81,685.52,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
72465-724-M,FAST-TAC TDU SHIRT,1771,25.5,517.25,298011.42,233635.01,64376.42,1214057.41,685.52,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
72465-724-S,FAST-TAC TDU SHIRT,842,25.6,517.25,141685.85,111078.88,30606.97,577208.61,685.52,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
72465-724-XL,FAST-TAC TDU SHIRT,301,25.5,517.25,50650.14,39708.69,10941.44,206341.66,685.52,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
74462-724-28-32,FAST-TAC TDU PANT,5,25.6,517.27,841.40,659.64,181.76,3427.74,685.55,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74462-724-28-34,FAST-TAC TDU PANT,81,25.5,517.25,13630.08,10685.71,2944.37,55527.06,685.52,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74462-724-30-30,FAST-TAC TDU PANT,253,25.6,517.25,42573.10,33376.46,9196.64,173436.93,685.52,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74462-724-32-30,FAST-TAC TDU PANT,13,25.5,517.24,2187.52,1714.97,472.55,8911.64,685.51,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74462-724-32-34,FAST-TAC TDU PANT,637,25.6,517.25,107189.92,84034.76,23155.16,436676.96,685.52,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74462-724-34-30,FAST-TAC TDU PANT,121,25.5,517.25,20361.00,15962.62,4398.38,82947.90,685.52,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74462ABR-724-28-32,FAST-TAC TDU PANT,14,25.6,517.25,2355.82,1846.92,508.90,9597.29,685.52,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74462ABR-724-30-32,FAST-TAC TDU PANT,111,25.6,517.25,18678.33,14643.44,4034.89,76092.96,685.52,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74462ABR-724-32-32,FAST-TAC TDU PANT,159,25.5,517.25,26755.37,20975.68,5779.69,108997.69,685.52,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74462ABR-724-40-32,FAST-TAC TDU PANT,37,25.6,517.25,6226.13,4881.16,1344.97,25364.41,685.52,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74462ABR-724-42-32,FAST-TAC TDU PANT,5,25.6,517.27,841.40,659.64,181.76,3427.74,685.55,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74462ABR-724-44-32,FAST-TAC TDU PANT,3,25.6,517.28,504.85,395.79,109.06,2056.70,685.57,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
89260ABR-724-1 SZ,UNIFORM HAT - ADJUSTABLE,702,5.1,102.66,30797.42,25732.80,5064.63,102864.67,146.53,5.11,GORRAS,0.35,0.07,11/27/2024,12/21/2024
74462-724-32-32,FAST-TAC TDU PANT,6,25.6,517.25,1009.64,791.54,218.10,4113.13,685.52,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
64360-162-12-R,WM TACLITE PANT,2,30.4,615.55,400.51,313.99,86.52,1631.62,815.81,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
64360-162-14-R,WM TACLITE PANT,2,30.4,615.55,400.51,313.99,86.52,1631.62,815.81,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
71049-724-L,PERFORMANCE S/S POLO,17,25.2,510.26,2822.01,2212.40,609.61,11496.46,676.26,5.11,PLAYERAS,0.25,0.07,11/27/2024,12/21/2024
71049-724-M,PERFORMANCE S/S POLO,11,25.2,510.26,1826.00,1431.55,394.45,7438.89,676.26,5.11,PLAYERAS,0.25,0.07,11/27/2024,12/21/2024
71049-724-S,PERFORMANCE S/S POLO,11,25.2,510.26,1826.00,1431.55,394.45,7438.89,676.26,5.11,PLAYERAS,0.25,0.07,11/27/2024,12/21/2024
71049-724-XL,PERFORMANCE S/S POLO,4,25.2,510.26,664.00,520.56,143.44,2705.05,676.26,5.11,PLAYERAS,0.25,0.07,11/27/2024,12/21/2024
74273-162-32-36,TACLITE PRO PANT,2,30.4,615.55,400.51,313.99,86.52,1631.62,815.81,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74273-162-38-36,TACLITE PRO PANT,2,30.4,615.55,400.51,313.99,86.52,1631.62,815.81,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74273ABR-162-28-32,TACLITE PRO PANT,2,30.4,615.55,400.51,313.99,86.52,1631.62,815.81,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74273ABR-162-30-30,TACLITE PRO PANT,2,30.4,615.55,400.51,313.99,86.52,1631.62,815.81,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74273ABR-162-34-32,TACLITE PRO PANT,6,30.4,615.55,1201.53,941.97,259.55,4894.85,815.81,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74273ABR-162-34-34,TACLITE PRO PANT,2,30.4,615.55,400.51,313.99,86.52,1631.62,815.81,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74273ABR-162-36-32,TACLITE PRO PANT,6,30.4,615.55,1201.53,941.97,259.55,4894.85,815.81,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74273ABR-162-38-30,TACLITE PRO PANT,4,30.4,615.55,801.02,627.98,173.04,3263.24,815.81,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74273ABR-162-38-34,TACLITE PRO PANT,2,30.4,615.55,400.51,313.99,86.52,1631.62,815.81,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74273ABR-162-40-32,TACLITE PRO PANT,4,30.4,615.55,801.02,627.98,173.04,3263.24,815.81,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
71175ABR-190-2XL,TACLITE PRO S/S SHIRT,4,30.4,615.55,801.02,627.98,173.04,3263.24,815.81,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
71175ABR-190-L,TACLITE PRO S/S SHIRT,4,30.4,615.55,801.02,627.98,173.04,3263.24,815.81,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
74512ABR-055-38-32,ABR PRO PANT,2,34.2,692.50,450.57,353.24,97.33,1835.57,917.78,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74512ABR-055-40-32,ABR PRO PANT,1,34.2,692.50,225.29,176.62,48.67,917.78,917.78,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74512ABR-055-42-32,ABR PRO PANT,1,34.2,692.50,225.29,176.62,48.67,917.78,917.78,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
74512ABR-055-44-32,ABR PRO PANT,1,34.2,692.50,225.29,176.62,48.67,917.78,917.78,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
61336-186-L,CELIA S/S SHIRT,2,16.4,332.68,216.46,169.70,46.76,881.82,440.91,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
61336-186-S,CELIA S/S SHIRT,5,16.4,332.68,541.15,424.25,116.90,2204.56,440.91,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
48396-190-2XL-R,DUTY SOFTSHELL JACKET,4,68.4,1385.00,1802.29,1412.96,389.33,7342.28,1835.57,5.11,CHAMARRAS,0.25,0.07,11/27/2024,12/21/2024
48396-190-L-R,DUTY SOFTSHELL JACKET,8,68.4,1385.00,3604.58,2825.92,778.66,14684.56,1835.57,5.11,CHAMARRAS,0.25,0.07,11/27/2024,12/21/2024
48396-190-M-R,DUTY SOFTSHELL JACKET,12,68.4,1385.00,5406.87,4238.88,1167.99,22026.84,1835.57,5.11,CHAMARRAS,0.25,0.07,11/27/2024,12/21/2024
48396-190-S-R,DUTY SOFTSHELL JACKET,5,68.4,1385.00,2252.86,1766.20,486.66,9177.85,1835.57,5.11,CHAMARRAS,0.25,0.07,11/27/2024,12/21/2024
48396-190-XL-R,DUTY SOFTSHELL JACKET,2,68.4,1385.00,901.14,706.48,194.67,3671.14,1835.57,5.11,CHAMARRAS,0.25,0.07,11/27/2024,12/21/2024
71175ABR-190-L,TACLITE PRO S/S SHIRT,1,30.4,615.55,200.25,157.00,43.26,815.81,815.81,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
72465-724-XL,FAST-TAC TDU SHIRT,149,25.5,517.25,25072.64,19656.45,5416.19,102142.48,685.52,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
89260ABR-724-1 SZ,UNIFORM HAT - ADJUSTABLE,695,5.1,102.66,30490.33,25476.20,5014.12,101838.95,146.53,5.11,GORRAS,0.35,0.07,11/27/2024,12/21/2024
74462L-724-48-32,FAST-TAC TDU PANT LG,2,25.7,521.20,339.12,265.86,73.26,1381.51,690.75,5.11,PANTALONES,0.25,0.07,11/27/2024,12/21/2024
48026ABR-724-S,BIG HORN JACKET,282,45.6,923.79,84749.38,66441.82,18307.56,345257.26,1224.32,5.11,CHAMARRAS,0.25,0.07,11/27/2024,12/21/2024
62422-992-S-R,W STRYKE PDU TWL LS CL A,1,44.0,890.93,289.84,227.23,62.61,1180.78,1180.78,5.11,CAMISAS,0.25,0.07,11/27/2024,12/21/2024
62388-992-L,WM FAST-TAC L/S SHIRT,2,25.2,510.57,332.20,260.44,71.76,1353.33,676.67,5.11,CAMISAS,0.25,0.07,12/6/2024,12/21/2024
88085,PROTAC HL-X USB BOX,432,50.2,1015.87,97997.84,67156.72,30841.13,536852.49,1242.71,STREAMLIGHT,LINTERNAS,0.15,0.07,11/25/2024,12/21/2024
88810,"WEDGE, BLK",12,75.8,1535.24,4113.90,2819.20,1294.69,22536.79,1878.07,STREAMLIGHT,LINTERNAS,0.15,0.07,11/25/2024,12/21/2024
88071,PT RM HL-X BLK W/1865,6,114.2,2311.37,3096.82,2122.21,974.61,16965.02,2827.50,STREAMLIGHT,LINTERNAS,0.15,0.07,11/25/2024,12/21/2024
88085,PROTAC HL-X USB BOX,6,50.2,1015.87,1361.08,932.73,428.35,7456.28,1242.71,STREAMLIGHT,LINTERNAS,0.15,0.07,11/25/2024,12/21/2024
66608,MICRO STREAM USB COY/,6,26.5,537.40,720.01,493.42,226.60,3944.38,657.40,STREAMLIGHT,LINTERNAS,0.15,0.07,11/25/2024,12/21/2024
61436,ENDURO PRO USB IND,6,35.4,716.59,960.11,657.95,302.16,5259.68,876.61,STREAMLIGHT,LINTERNAS,0.15,0.07,11/25/2024,12/21/2024
88083,PROTAC 2L-X USB BOX,12,33.5,677.31,1814.96,1243.77,571.19,9942.70,828.56,STREAMLIGHT,LINTERNAS,0.15,0.07,11/25/2024,12/21/2024
12439ABR-019-6-R,5.11 A/T 6 SZ,12,76.8,1559.63,8854.67,6726.76,2127.91,27570.22,2297.52,5.11,CALZADO,0.35,0.11,11/12/2024,11/27/2024
74407ABR-750-30-L,MOTOR CYCLE BREECHES,6,81.6,1656.83,3682.42,2552.15,1130.26,13623.39,2270.57,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
74407ABR-750-32-S,MOTOR CYCLE BREECHES,14,65.8,1336.40,6930.59,4803.35,2127.24,25640.25,1831.45,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
74407ABR-750-34-L,MOTOR CYCLE BREECHES,5,81.6,1656.83,3068.68,2126.80,941.89,11352.83,2270.57,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
74407ABR-750-36-R,MOTOR CYCLE BREECHES,15,65.8,1336.41,7425.67,5146.47,2279.20,27471.83,1831.46,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
12464ABR-120-8-R,SPEED 4.0 8 ARID,20,52.4,1062.87,10057.28,7640.37,2416.91,31314.71,1565.74,5.11,CALZADO,0.35,0.11,11/12/2024,11/27/2024
12464ABR-120-9-R,SPEED 4.0 8 ARID,34,52.4,1062.87,17097.38,12988.63,4108.75,53235.01,1565.74,5.11,CALZADO,0.35,0.11,11/12/2024,11/27/2024
12454ABR-019-13-R,SPEED 4.0 8 SZ,2,52.4,1062.87,1005.73,764.04,241.69,3131.47,1565.74,5.11,CALZADO,0.35,0.11,11/12/2024,11/27/2024
72175ABR-019-2XL,TACLITE PRO L/S SHIRT,17,33.6,682.06,4295.10,2976.78,1318.32,15890.06,934.71,5.11,CAMISAS,0.25,0.11,11/12/2024,11/27/2024
64360ABR-019-10-R,WM TACLITE PANT,7,30.4,617.10,1600.14,1109.00,491.14,5919.83,845.69,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
64360ABR-019-12-L,WM TACLITE PANT,1,30.4,617.10,228.59,158.43,70.16,845.69,845.69,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
64360ABR-019-12-R,WM TACLITE PANT,16,30.4,617.10,3657.45,2534.85,1122.60,13531.03,845.69,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
64360ABR-019-14-R,WM TACLITE PANT,5,30.4,617.10,1142.95,792.14,350.81,4228.45,845.69,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
64360ABR-019-16-R,WM TACLITE PANT,8,30.4,617.10,1828.73,1267.43,561.30,6765.52,845.69,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
64360ABR-019-18-R,WM TACLITE PANT,1,35.2,714.54,264.68,183.44,81.24,979.22,979.22,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
64360ABR-019-20-R,WM TACLITE PANT,3,35.2,714.54,794.05,550.33,243.72,2937.66,979.22,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
64360ABR-019-2-R,WM TACLITE PANT,2,30.4,617.10,457.18,316.86,140.33,1691.38,845.69,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
64360ABR-019-4-R,WM TACLITE PANT,13,30.4,617.10,2971.68,2059.57,912.11,10993.96,845.69,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
64360ABR-019-6-R,WM TACLITE PANT,10,30.4,617.10,2285.91,1584.28,701.63,8456.90,845.69,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
64360ABR-019-8-L,WM TACLITE PANT,1,30.4,617.10,228.59,158.43,70.16,845.69,845.69,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
64360ABR-019-8-R,WM TACLITE PANT,22,30.4,617.10,5029.00,3485.42,1543.58,18605.17,845.69,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
40016-019-XL,UTILI-T 3PK S/S T,3,24.0,487.18,541.40,375.22,166.17,2002.95,667.65,5.11,PLAYERAS,0.25,0.11,11/12/2024,11/27/2024
62366ABR-750-XS-R,WM TCLT PDU L/S B-CL SHRT,4,36.8,747.01,1106.86,767.13,339.73,4094.92,1023.73,5.11,CAMISAS,0.25,0.11,11/12/2024,11/27/2024
64370ABR-750-16,WM TCLT PDU A-CLASS PANT,3,34.2,694.24,771.49,534.70,236.80,2854.20,951.40,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
64370ABR-750-20,WM TCLT PDU A-CLASS PANT,4,39.6,803.85,1191.08,825.49,365.58,4406.49,1101.62,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
74370ABR-750-44,TCLT PDU A-CL PANT,2,34.2,694.24,514.33,356.46,157.87,1902.80,951.40,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
74370ABR-750-48,TCLT PDU A-CL PANT,2,39.6,803.85,595.54,412.75,182.79,2203.24,1101.62,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
74523ABR-750-36,CL A FAST-TAC TWL PNT,12,25.2,511.90,2275.46,1577.04,698.42,8418.23,701.52,5.11,PANTALONES,0.25,0.11,11/12/2024,11/27/2024
80036ABR-019-M,ADVENTURE PRIMALOFT VEST,4,43.4,881.50,1124.90,724.00,400.90,4650.88,1162.72,5.11,CHALECOS,0.20,0.11,11/12/2024,11/27/2024
71340-019-2XL,FREEDOM FLEX SS SHIRT,3,30.9,627.52,697.35,483.31,214.04,2579.91,859.97,5.11,CAMISAS,0.25,0.11,11/12/2024,11/27/2024
71340-186-XL,FREEDOM FLEX SS SHIRT,2,30.9,627.45,464.85,322.17,142.68,1719.75,859.88,5.11,CAMISAS,0.25,0.11,11/12/2024,11/27/2024
12392ABR-019-10.5-R,ATAC 2.0 8 STORM,25,73.9,1500.52,17748.15,13483.00,4265.14,55261.25,2210.45,5.11,CALZADO,0.35,0.11,11/12/2024,11/27/2024
12392ABR-019-12-R,ATAC 2.0 8 STORM,10,73.9,1500.52,7099.26,5393.20,1706.06,22104.50,2210.45,5.11,CALZADO,0.35,0.11,11/12/2024,11/27/2024
88085,PROTAC HL-X USB BOX,522,50.2,1018.42,142332.03,81889.00,60443.03,673945.12,1291.08,STREAMLIGHT,LINTERNAS,0.15,0.11,11/12/2024,11/27/2024
88085,PROTAC HL-X USB BOX,522,50.2,1018.42,142332.03,81889.00,60443.03,673945.12,1291.08,STREAMLIGHT,LINTERNAS,0.15,0.11,11/12/2024,11/27/2024
RG80,AKIMBO,10,181.3,3679.92,4183.97,0.00,4183.97,40983.15,4098.32,ROCK EXOTICA,RESCATE,0.00,0.11,11/12/2024,11/27/2024
